assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,score,optimal_score,cutoff
/mnt/scratch/ljcohen/mmetsp/Fragilariopsis_kerguelensis/SRR1296910/trinity/Fragilariopsis_kerguelensis_SRR1296910.Trinity.fixed.fasta,56958,201,13019,39487406,693.27234,0,11019,10,18630,78.53293,272,572,1132,1899,3559,0.40891,0.01081,0.01075,1.84396,0,0.0,0.12738,27863,27863,0.48919,0.78861,20696,0.58576,10841,0.30683,9062,0.25648,7147,0.20228,6332,0.17921,5329,0.15083,0.25759,,,
/mnt/scratch/ljcohen/mmetsp/Trichosphaerium/SRR1296772/trinity/Trichosphaerium_SRR1296772.Trinity.fixed.fasta,25705,201,6313,19868018,772.92426,0,6911,0,12811,85.79556,327,738,1149,1630,2486,0.39747,0.01162,0.01471,1.8969,0,0.0,0.14924,13175,13175,0.51255,0.83699,11245,0.71438,6533,0.41503,6284,0.39921,5787,0.36764,5493,0.34896,5128,0.32577,0.38168,,,
/mnt/scratch/ljcohen/mmetsp/Pseudo-nitzschia_fraudulenta/SRR1296747/trinity/Pseudo-nitzschia_fraudulenta_SRR1296747.Trinity.fixed.fasta,25705,201,6531,22419809,872.19642,0,8329,0,11742,72.05151,333,934,1463,2046,3016,0.49691,0.00701,0.00463,2.06416,0,0.0,0.16296,13924,13924,0.54168,1.11974,11501,0.92489,6093,0.48999,5742,0.46176,5253,0.42244,5029,0.40442,4790,0.3852,0.48154,,,
/mnt/scratch/ljcohen/mmetsp/Condylostoma_magnum/SRR1296902/trinity/Condylostoma_magnum_SRR1296902.Trinity.fixed.fasta,32721,201,26122,24286321,742.22429,0,6761,39,400,21.22224,319,639,1030,1610,3529,0.33457,0.04552,0.03469,1.63533,0,0.0,0.13295,1241,1241,0.03793,0.68262,1182,0.65017,751,0.41309,724,0.39824,680,0.37404,668,0.36744,649,0.35699,0.39574,,,
/mnt/scratch/ljcohen/mmetsp/Thalassiothrix_antarctica/SRR1296921/trinity/Thalassiothrix_antarctica_SRR1296921.Trinity.fixed.fasta,37097,201,11129,28409414,765.81432,0,9232,1,16724,84.08394,312,711,1185,1764,2899,0.39637,0.01218,0.01198,1.8939,0,0.0,0.14319,18993,18993,0.51198,1.10437,15016,0.87312,8582,0.49901,7902,0.45947,7047,0.40976,6688,0.38888,6225,0.36196,0.49446,,,
/mnt/scratch/ljcohen/mmetsp/Pessonella/SRR1296774/trinity/Pessonella_SRR1296774.Trinity.fixed.fasta,19244,201,12874,15257174,792.82758,0,4716,5,10001,93.02948,334,709,1183,1830,3281,0.44581,0.01432,0.00886,2.61673,0,0.0,0.14072,10406,10406,0.54074,0.73948,8830,0.62749,5094,0.362,4590,0.32618,3935,0.27963,3655,0.25974,3268,0.23223,0.28962,,,
/mnt/scratch/ljcohen/mmetsp/Crypthecodinium_cohnii/SRR1296890/trinity/Crypthecodinium_cohnii_SRR1296890.Trinity.fixed.fasta,97094,201,9386,68692642,707.48596,0,20912,0,38138,85.11374,297,595,1105,1715,2684,0.55702,0.00655,0.00543,1.8817,0,0.0,0.13613,49990,49990,0.51486,0.93635,39262,0.73541,20453,0.3831,18123,0.33946,15421,0.28885,14144,0.26493,12231,0.2291,0.32834,,,
/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296913/trinity/Heterosigma_akashiwo_SRR1296913.Trinity.fixed.fasta,40824,201,7058,24242760,593.83598,0,6162,0,14275,79.8908,273,490,789,1182,1956,0.52979,0.01698,0.01008,1.94739,0,0.0,0.11718,19098,19098,0.46781,0.85149,16406,0.73146,9150,0.40795,8445,0.37652,7416,0.33064,6859,0.30581,6203,0.27656,0.34608,,,
/mnt/scratch/ljcohen/mmetsp/Eutreptiella_gymnastica/SRR1296768/trinity/Eutreptiella_gymnastica_SRR1296768.Trinity.fixed.fasta,87698,201,14627,48274708,550.46532,0,10491,7,16560,70.4707,245,395,732,1452,2892,0.55415,0.01254,0.00194,1.77807,0,0.0,0.10848,16550,16550,0.18872,0.87966,13684,0.72733,7421,0.39444,6837,0.3634,6062,0.32221,5710,0.3035,5245,0.27878,0.3317,,,
/mnt/scratch/ljcohen/mmetsp/Amphora_coffeiformis/SRR1296888/trinity/Amphora_coffeiformis_SRR1296888.Trinity.fixed.fasta,24627,201,8927,19766813,802.64803,0,6689,0,11872,83.30762,329,767,1235,1798,2932,0.49127,0.00604,0.00248,1.98833,0,0.0,0.15602,12887,12887,0.52329,0.84906,11109,0.73191,5866,0.38648,5508,0.36289,5025,0.33107,4765,0.31394,4438,0.2924,0.34676,,,
/mnt/scratch/ljcohen/mmetsp/Chaetoceros_sp./SRR1296891/trinity/Chaetoceros_sp._SRR1296891.Trinity.fixed.fasta,14797,201,16621,23121548,1562.5835,0,8215,28,9974,71.61658,809,1598,2356,3517,5908,0.4115,0.00627,0.00354,1.67044,0,0.0,0.25194,10670,10670,0.72109,0.71544,8824,0.59166,4646,0.31152,4299,0.28825,3919,0.26277,3719,0.24936,3431,0.23005,0.27227,,,
/mnt/scratch/ljcohen/mmetsp/Thalassionema_nitzschioides/SRR1296922/trinity/Thalassionema_nitzschioides_SRR1296922.Trinity.fixed.fasta,28014,201,14700,30369696,1084.08996,0,11228,7,16428,79.11132,485,1088,1622,2393,4148,0.42948,0.00545,0.00289,1.94304,0,0.0,0.19635,17790,17790,0.63504,1.10614,14971,0.93086,8032,0.49941,7627,0.47423,7013,0.43605,6798,0.42268,6505,0.40446,0.49196,,,
/mnt/scratch/ljcohen/mmetsp/Prymnesium_polylepis/SRR1296739/trinity/Prymnesium_polylepis_SRR1296739.Trinity.fixed.fasta,39678,201,8459,23057983,581.12765,0,5315,0,13956,80.25336,273,474,746,1119,1970,0.63537,0.01551,0.00166,2.32658,0,0.0,0.1127,25293,25293,0.63746,0.9076,22067,0.79184,11667,0.41865,11003,0.39483,9903,0.35535,9236,0.33142,8406,0.30164,0.36543,,,
/mnt/scratch/ljcohen/mmetsp/Oxyrrhis_marina/SRR1296907/trinity/Oxyrrhis_marina_SRR1296907.Trinity.fixed.fasta,57790,201,14989,37801583,654.1198,0,11362,7,23686,91.61373,273,549,1003,1528,2425,0.59097,0.02253,-0.00282,1.91513,0,0.0,0.1275,28390,28390,0.49126,1.03628,24983,0.91192,14665,0.5353,14112,0.51511,13182,0.48117,12836,0.46854,12391,0.45229,0.55308,,,
/mnt/scratch/ljcohen/mmetsp/Prymnesium_parvum/SRR1296917/trinity/Prymnesium_parvum_SRR1296917.Trinity.fixed.fasta,42819,201,12096,32063317,748.8105,0,9908,9,18687,80.39395,315,677,1090,1655,2989,0.58932,0.01181,0.00523,2.23739,0,0.0,0.14208,22926,22926,0.53542,0.83125,19294,0.69956,10162,0.36846,9486,0.34394,8463,0.30685,7990,0.2897,7379,0.26755,0.31248,,,
/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296916/trinity/Heterosigma_akashiwo_SRR1296916.Trinity.fixed.fasta,41475,201,10144,24538719,591.65085,0,6134,1,14145,78.78708,273,485,784,1181,1944,0.52439,0.01388,0.00726,1.9254,0,0.0,0.11731,20025,20025,0.48282,1.06177,17289,0.9167,9742,0.51654,9271,0.49157,8518,0.45164,8207,0.43515,7735,0.41013,0.49983,,,
/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1296879/trinity/Thalassiosira_weissflogii_SRR1296879.Trinity.fixed.fasta,26802,201,14424,31485016,1174.72636,0,11463,5,15910,77.60853,514,1235,1870,2734,4427,0.46453,0.00868,0.00713,1.9331,0,0.0,0.20717,17693,17693,0.66014,1.17359,13675,0.90707,7778,0.51592,7352,0.48766,6626,0.43951,6311,0.41861,5948,0.39453,0.51115,,,
/mnt/scratch/ljcohen/mmetsp/Tetraselmis_striata/SRR1296733/trinity/Tetraselmis_striata_SRR1296733.Trinity.fixed.fasta,38734,201,13929,31043010,801.44085,0,10606,2,18017,81.00235,323,766,1285,1844,2917,0.63784,0.00842,0.00134,2.15208,0,0.0,0.14335,22508,22508,0.58109,1.10312,17390,0.85228,9255,0.45359,8522,0.41766,7448,0.36503,7012,0.34366,6457,0.31646,0.44665,,,
/mnt/scratch/ljcohen/mmetsp/Isochrysis_galbana/SRR1296904/trinity/Isochrysis_galbana_SRR1296904.Trinity.fixed.fasta,30834,201,11698,32304204,1047.68126,0,11971,6,17232,77.91144,441,1110,1677,2372,3818,0.59519,0.01234,0.00626,2.2037,0,0.0,0.18734,19031,19031,0.61721,1.12145,15464,0.91126,7963,0.46924,7534,0.44396,6829,0.40242,6582,0.38786,6208,0.36582,0.45972,,,
/mnt/scratch/ljcohen/mmetsp/Togula_jolla/SRR1296741/trinity/Togula_jolla_SRR1296741.Trinity.fixed.fasta,71219,201,7483,51451298,722.4378,0,16912,0,33371,90.52722,300,656,1104,1608,2477,0.58841,0.00404,0.00061,1.94407,0,0.0,0.13949,38497,38497,0.54054,0.92195,31145,0.74588,15919,0.38124,14379,0.34436,12690,0.30391,11866,0.28417,10875,0.26044,0.3488,,,
/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1296880/trinity/Thalassiosira_weissflogii_SRR1296880.Trinity.fixed.fasta,27147,201,10816,32359179,1191.99834,0,11861,4,15969,75.53934,526,1261,1911,2771,4428,0.46265,0.00707,0.00793,1.93384,0,0.0,0.20961,17864,17864,0.65805,1.20013,13607,0.91414,7741,0.52005,7300,0.49043,6547,0.43984,6187,0.41565,5820,0.391,0.51135,,,
/mnt/scratch/ljcohen/mmetsp/Corethron_pennatum/SRR1296925/trinity/Corethron_pennatum_SRR1296925.Trinity.fixed.fasta,43679,201,13293,34645651,793.18782,0,11893,4,19718,80.15028,331,751,1208,1740,2845,0.5176,0.01242,0.00869,2.08991,0,0.0,0.14883,25470,25470,0.58312,1.05922,20037,0.83328,11413,0.47463,10544,0.43849,9360,0.38925,8873,0.369,8253,0.34322,0.49138,,,
/mnt/scratch/ljcohen/mmetsp/Prorocentrum_minimum/SRR1296753/trinity/Prorocentrum_minimum_SRR1296753.Trinity.fixed.fasta,65310,201,6111,30208677,462.5429,0,4824,0,19302,94.83025,240,349,529,839,1552,0.63976,0.01084,0.0081,2.07967,0,0.0,0.09327,54748,54748,0.83828,0.6599,36545,0.44049,16766,0.20209,9552,0.11513,5104,0.06152,3624,0.04368,2164,0.02608,0.15935,,,
/mnt/scratch/ljcohen/mmetsp/Percolomonas_cosmopolitus/SRR1296742/trinity/Percolomonas_cosmopolitus_SRR1296742.Trinity.fixed.fasta,10999,201,18720,21322886,1938.62042,0,6819,71,8197,73.52532,1011,2015,3041,4414,7206,0.4621,0.00636,-0.01017,1.65213,0,0.0,0.28416,8351,8351,0.75925,0.7552,7461,0.67472,3378,0.30548,3216,0.29083,3012,0.27238,2948,0.26659,2797,0.25294,0.27945,,,
/mnt/scratch/ljcohen/mmetsp/Amphidinium_massartii/SRR1296892/trinity/Amphidinium_massartii_SRR1296892.Trinity.fixed.fasta,74458,201,9988,66311113,890.58413,0,24105,0,39687,90.23759,354,912,1425,2035,3180,0.55472,0.00749,0.0007,1.89462,0,0.0,0.16477,45986,45986,0.61761,0.93717,37927,0.77293,20306,0.41383,18599,0.37904,16718,0.3407,15833,0.32267,14646,0.29848,0.36901,,,
/mnt/scratch/ljcohen/mmetsp/Vannella_sp._CB-2014/SRR1296762/trinity/Vannella_sp._CB-2014_SRR1296762.Trinity.fixed.fasta,23281,201,13905,18864903,810.31326,0,6512,6,12081,88.05281,345,760,1216,1746,2822,0.41432,0.007,0.0056,1.77641,0,0.0,0.15481,12203,12203,0.52416,0.84176,10481,0.72298,5841,0.40291,5506,0.3798,5035,0.34731,4801,0.33117,4521,0.31186,0.35531,,,
/mnt/scratch/ljcohen/mmetsp/Pyramimonas_parkeae/SRR1296737/trinity/Pyramimonas_parkeae_SRR1296737.Trinity.fixed.fasta,47783,201,9425,38869083,813.45003,0,13365,0,19125,74.20221,315,810,1355,1964,3145,0.5379,0.00891,0.00419,2.02283,0,0.0,0.15554,21688,21688,0.45389,0.84646,17863,0.69717,9416,0.3675,8705,0.33975,7851,0.30642,7437,0.29026,6906,0.26953,0.33973,,,
/mnt/scratch/ljcohen/mmetsp/Karenia_brevis/SRR1296749/trinity/Karenia_brevis_SRR1296749.Trinity.fixed.fasta,155573,201,15011,101679310,653.57941,0,28584,9,66300,93.51972,277,540,958,1524,2600,0.53593,0.00827,0.00371,1.96147,0,0.0,0.12848,1064,1064,0.00684,0.01101,959,0.00992,321,0.00332,227,0.00235,124,0.00128,74,0.00077,35,0.00036,0.00243,,,
/mnt/scratch/ljcohen/mmetsp/Stygamoeba_regulata/SRR1296894/trinity/Stygamoeba_regulata_SRR1296894.Trinity.fixed.fasta,50230,201,10955,39223582,780.87959,0,12500,5,24119,87.92468,318,714,1214,1847,3138,0.57475,0.01322,0.00643,2.01783,0,0.0,0.14357,27971,27971,0.55686,0.9301,21709,0.72188,10555,0.35098,9281,0.30862,7897,0.26259,7234,0.24055,6409,0.21311,0.28567,,,
/mnt/scratch/ljcohen/mmetsp/Vannella/SRR1296763/trinity/Vannella_SRR1296763.Trinity.fixed.fasta,20488,201,20184,23798419,1161.57844,0,8835,15,14359,84.45538,550,1129,1669,2451,4289,0.63406,0.00791,0.01414,2.12917,0,0.0,0.18501,16809,16809,0.82043,0.99816,12668,0.75226,7094,0.42126,6442,0.38254,5705,0.33878,5346,0.31746,4820,0.28622,0.31873,,,
/mnt/scratch/ljcohen/mmetsp/Prorocentrum_minimum/SRR1296754/trinity/Prorocentrum_minimum_SRR1296754.Trinity.fixed.fasta,109133,201,11905,68352470,626.32265,0,18591,3,45020,92.28024,277,508,873,1379,2295,0.65466,0.00908,0.00428,2.1122,0,0.0,0.1169,67296,67296,0.61664,0.85703,53983,0.68749,28052,0.35725,24737,0.31503,20960,0.26693,19094,0.24317,16625,0.21172,0.30562,,,
/mnt/scratch/ljcohen/mmetsp/Proboscia_alata/SRR1296927/trinity/Proboscia_alata_SRR1296927.Trinity.fixed.fasta,51562,201,13112,40836548,791.98922,0,13456,8,20201,76.79493,311,753,1275,1907,3322,0.42996,0.01047,0.00868,1.99652,0,0.0,0.14965,25378,25378,0.49218,1.05098,18802,0.77865,10746,0.44502,9812,0.40634,8412,0.34837,7776,0.32203,7080,0.2932,0.47471,,,
/mnt/scratch/ljcohen/mmetsp/Thalassiothrix_antarctica/SRR1296920/trinity/Thalassiothrix_antarctica_SRR1296920.Trinity.fixed.fasta,34412,201,9294,24136631,701.40158,0,7346,0,14238,84.7677,289,615,1071,1644,2767,0.39926,0.01554,0.01322,1.88596,0,0.0,0.1336,21833,21833,0.63446,1.26195,14678,0.84839,8872,0.5128,7616,0.44021,5960,0.34449,5297,0.30617,4533,0.26201,0.48542,,,
/mnt/scratch/ljcohen/mmetsp/Alexandrium_tamarense/SRR1296765/trinity/Alexandrium_tamarense_SRR1296765.Trinity.fixed.fasta,120962,201,11903,92386645,763.76585,0,32044,1,63285,92.50845,319,725,1150,1630,2519,0.63306,0.00573,0.0012,2.02064,0,0.0,0.14059,80868,80868,0.66854,0.88154,66733,0.72745,34572,0.37687,31343,0.34167,27665,0.30158,25877,0.28208,23485,0.25601,0.33934,,,
/mnt/scratch/ljcohen/mmetsp/Karenia_brevis/SRR1296743/trinity/Karenia_brevis_SRR1296743.Trinity.fixed.fasta,164397,201,13118,102795217,625.28645,0,28531,1,65858,92.65921,266,507,916,1464,2453,0.53433,0.00883,0.0036,1.95757,0,0.0,0.12404,71854,71854,0.43708,0.93374,56843,0.73867,30442,0.39559,27176,0.35315,23418,0.30432,21625,0.28102,19570,0.25431,0.34744,,,
/mnt/scratch/ljcohen/mmetsp/Schmidingerella_taraikaensis/SRR1296899/trinity/Schmidingerella_taraikaensis_SRR1296899.Trinity.fixed.fasta,32086,201,8587,24801720,772.97638,0,8442,0,5462,40.87982,318,735,1194,1710,2683,0.51133,0.00307,0.02263,2.1423,0,0.0,0.15116,52,52,0.00162,0.00068,51,0.00066,12,0.00016,8,0.0001,5,6e-05,5,6e-05,1,1e-05,7e-05,,,
/mnt/scratch/ljcohen/mmetsp/Oxyrrhis_marina/SRR1296903/trinity/Oxyrrhis_marina_SRR1296903.Trinity.fixed.fasta,59666,201,12200,38242107,640.93633,0,11205,4,23544,90.42697,270,533,968,1500,2360,0.5879,0.01985,-0.00153,1.92556,0,0.0,0.1258,29926,29926,0.50156,1.03518,26387,0.91276,15223,0.52658,14611,0.50541,13588,0.47003,13229,0.45761,12765,0.44156,0.53688,,,
/mnt/scratch/ljcohen/mmetsp/Chlorarachnion_reptans/SRR1296735/trinity/Chlorarachnion_reptans_SRR1296735.Trinity.fixed.fasta,29667,201,25387,34726442,1170.54107,0,14025,23,18881,82.03174,579,1220,1692,2324,4062,0.51267,0.00692,-0.00719,1.98791,0,0.0,0.21032,21291,21291,0.71767,0.81189,17498,0.66725,7833,0.2987,7237,0.27597,6526,0.24886,6131,0.23379,5508,0.21004,0.26331,,,
/mnt/scratch/ljcohen/mmetsp/Chaetoceros_debilis/SRR1296919/trinity/Chaetoceros_debilis_SRR1296919.Trinity.fixed.fasta,24915,201,14861,27924906,1120.80698,0,10452,6,14318,80.07876,505,1149,1720,2442,4075,0.43079,0.01067,0.00851,1.8029,0,0.0,0.19983,17013,17013,0.68284,1.14689,12855,0.86659,7214,0.48632,6693,0.45119,6017,0.40562,5727,0.38607,5311,0.35803,0.49581,,,
/mnt/scratch/ljcohen/mmetsp/Platyophrya_macrostoma/SRR1296905/trinity/Platyophrya_macrostoma_SRR1296905.Trinity.fixed.fasta,71220,201,18808,38770093,544.37086,0,8830,4,23327,90.56772,248,411,717,1219,2217,0.46003,0.01095,0.01225,1.96703,0,0.0,0.10976,24903,24903,0.34966,0.70647,21453,0.6086,11984,0.33997,11064,0.31387,9695,0.27504,8980,0.25475,8172,0.23183,0.28633,,,
/mnt/scratch/ljcohen/mmetsp/Alexandrium_monilatum/SRR1296898/trinity/Alexandrium_monilatum_SRR1296898.Trinity.fixed.fasta,109357,201,8010,78161450,714.7366,0,26694,0,55650,94.23446,300,671,1075,1505,2237,0.66582,0.00624,0.00225,2.05044,0,0.0,0.13077,71839,71839,0.65692,0.84976,58217,0.68863,30892,0.36541,27970,0.33085,24431,0.28899,22616,0.26752,20078,0.2375,0.34126,,,
/mnt/scratch/ljcohen/mmetsp/Alexandrium_tamarense/SRR1296766/trinity/Alexandrium_tamarense_SRR1296766.Trinity.fixed.fasta,177784,201,11456,104077845,585.41739,0,27502,4,69976,93.24706,260,469,814,1281,2071,0.62531,0.01007,0.00457,2.07645,0,0.0,0.11315,87889,87889,0.49436,0.91291,72415,0.75218,38468,0.39957,34664,0.36006,30201,0.3137,28050,0.29136,24898,0.25862,0.35572,,,
/mnt/scratch/ljcohen/mmetsp/Scrippsiella_trochoidea/SRR1296759/trinity/Scrippsiella_trochoidea_SRR1296759.Trinity.fixed.fasta,140984,201,17259,98545388,698.98278,0,29728,14,63938,92.94023,290,601,1066,1639,2703,0.5977,0.00837,0.00222,2.07945,0,0.0,0.1328,83763,83763,0.59413,0.83989,64047,0.6422,34154,0.34246,29684,0.29764,24918,0.24985,22572,0.22633,19421,0.19473,0.30912,,,
/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296915/trinity/Heterosigma_akashiwo_SRR1296915.Trinity.fixed.fasta,41236,201,10184,24487423,593.83604,0,6063,1,14304,79.74871,274,488,783,1180,1988,0.52641,0.0154,0.00971,1.92972,0,0.0,0.11735,18877,18877,0.45778,0.8517,16277,0.73439,9169,0.41369,8520,0.38441,7555,0.34087,7093,0.32002,6432,0.2902,0.35551,,,
/mnt/scratch/ljcohen/mmetsp/Protoceratium_reticulatum/SRR1296738/trinity/Protoceratium_reticulatum_SRR1296738.Trinity.fixed.fasta,106714,201,8777,65757560,616.20368,0,17716,0,46777,95.01649,274,506,852,1313,2180,0.6581,0.0057,0.00244,2.08278,0,0.0,0.11587,62983,62983,0.5902,0.846,50752,0.68171,26394,0.35453,23538,0.31617,20117,0.27022,18419,0.24741,16306,0.21903,0.32018,,,
/mnt/scratch/ljcohen/mmetsp/Amphidinium_carterae/SRR1296758/trinity/Amphidinium_carterae_SRR1296758.Trinity.fixed.fasta,59552,201,8737,53133443,892.21929,0,19551,0,32944,91.74818,365,913,1408,1992,3097,0.54261,0.00633,1e-05,1.89135,0,0.0,0.16684,36633,36633,0.61514,0.89637,31498,0.77073,16528,0.40442,15546,0.3804,14291,0.34969,13646,0.3339,12801,0.31323,0.36612,,,
/mnt/scratch/ljcohen/mmetsp/Alexandrium_monilatum/SRR1296895/trinity/Alexandrium_monilatum_SRR1296895.Trinity.fixed.fasta,104604,201,6081,66967299,640.19826,0,20091,0,49630,94.65695,283,557,909,1310,1977,0.66182,0.00656,0.00206,2.03773,0,0.0,0.1211,63508,63508,0.60713,0.87699,52373,0.72322,27657,0.38192,25195,0.34792,22190,0.30642,20580,0.28419,18306,0.25279,0.35829,,,
/mnt/scratch/ljcohen/mmetsp/Amphidinium_carterae/SRR1296757/trinity/Amphidinium_carterae_SRR1296757.Trinity.fixed.fasta,57311,201,13057,52725780,919.99407,0,19062,7,32346,92.32323,381,934,1441,2072,3355,0.54286,0.00721,0.00076,1.88937,0,0.0,0.17007,36428,36428,0.63562,0.8916,30847,0.755,16528,0.40453,15351,0.37573,14024,0.34325,13370,0.32724,12493,0.30577,0.35727,,,
/mnt/scratch/ljcohen/mmetsp/Tetraselmis_striata/SRR1296730/trinity/Tetraselmis_striata_SRR1296730.Trinity.fixed.fasta,41245,201,13292,33554900,813.55073,0,11499,9,18143,77.85519,321,790,1322,1915,3110,0.63312,0.00939,0.00165,2.14897,0,0.0,0.14438,23055,23055,0.55898,1.11393,17295,0.83563,9096,0.43948,8390,0.40537,7321,0.35372,6827,0.32985,6199,0.29951,0.43979,,,
/mnt/scratch/ljcohen/mmetsp/Chrysochromulina_rotalis/SRR1296740/trinity/Chrysochromulina_rotalis_SRR1296740.Trinity.fixed.fasta,51892,201,8774,39534720,761.86541,0,13817,0,24771,79.41391,326,728,1111,1534,2463,0.60488,0.0059,0.00232,2.2574,0,0.0,0.1459,29425,29425,0.56704,0.9389,25189,0.80373,13199,0.42116,12400,0.39566,11173,0.35651,10593,0.338,9797,0.3126,0.37596,,,
/mnt/scratch/ljcohen/mmetsp/Karenia_brevis/SRR1296750/trinity/Karenia_brevis_SRR1296750.Trinity.fixed.fasta,158776,201,10981,102653988,646.53341,0,28874,3,67066,93.39758,275,532,947,1500,2530,0.53573,0.00871,0.00379,1.96208,0,0.0,0.12749,94,94,0.00059,0.003,86,0.00274,16,0.00051,10,0.00032,2,6e-05,1,3e-05,0,0.0,0.00043,,,
/mnt/scratch/ljcohen/mmetsp/Fragilariopsis_kerguelensis/SRR1296909/trinity/Fragilariopsis_kerguelensis_SRR1296909.Trinity.fixed.fasta,55738,201,16242,38655372,693.51918,0,10927,5,19006,80.39737,274,577,1121,1847,3372,0.41078,0.01101,0.01321,1.84395,0,0.0,0.12797,28518,28518,0.51164,0.77899,21582,0.58953,11361,0.31033,9449,0.25811,7477,0.20424,6636,0.18127,5562,0.15193,0.26298,,,
/mnt/scratch/ljcohen/mmetsp/Paraphysomonas_imperforata/SRR1296728/trinity/Paraphysomonas_imperforata_SRR1296728.Trinity.fixed.fasta,34393,201,17070,29966864,871.30707,0,8951,8,16140,83.98794,337,802,1451,2438,4479,0.4991,0.00945,0.00181,1.98546,0,0.0,0.15837,15366,15366,0.44678,0.82013,12499,0.66711,6778,0.36176,6258,0.33401,5599,0.29884,5298,0.28277,4901,0.26158,0.3006,,,
/mnt/scratch/ljcohen/mmetsp/Corethron_pennatum/SRR1296924/trinity/Corethron_pennatum_SRR1296924.Trinity.fixed.fasta,32356,201,3736,13736624,424.54642,0,1542,0,7736,87.66165,235,326,465,694,1207,0.53259,0.02321,0.01084,2.13409,0,0.0,0.08809,17653,17653,0.54559,0.95899,11654,0.63309,5726,0.31106,4284,0.23272,3261,0.17715,2960,0.1608,2643,0.14358,0.20407,,,
/mnt/scratch/ljcohen/mmetsp/Coccolithus_braarudii/SRR1296883/trinity/Coccolithus_braarudii_SRR1296883.Trinity.fixed.fasta,50575,201,5750,30361614,600.3285,0,8386,0,18662,81.23176,275,502,826,1193,1809,0.60786,0.01226,0.00133,2.21368,0,0.0,0.11893,26719,26719,0.5283,1.04645,23342,0.91419,12595,0.49328,11976,0.46904,10918,0.4276,10542,0.41288,9998,0.39157,0.4845,,,
/mnt/scratch/ljcohen/mmetsp/Crypthecodinium_cohnii/SRR1296889/trinity/Crypthecodinium_cohnii_SRR1296889.Trinity.fixed.fasta,99284,201,9642,65631952,661.05266,0,18924,0,36709,85.71314,282,533,995,1596,2546,0.55732,0.00715,0.00627,1.88041,0,0.0,0.1287,47580,47580,0.47923,0.92583,37821,0.73593,20055,0.39024,17950,0.34928,15391,0.29948,14060,0.27358,12197,0.23733,0.3396,,,
/mnt/scratch/ljcohen/mmetsp/Alexandrium_monilatum/SRR1296896/trinity/Alexandrium_monilatum_SRR1296896.Trinity.fixed.fasta,106213,201,7883,73106353,688.29948,0,23798,0,52765,94.60181,293,623,1016,1449,2176,0.66447,0.00689,0.00199,2.04318,0,0.0,0.12723,67072,67072,0.63149,0.85817,54467,0.69689,28762,0.368,25954,0.33208,22800,0.29172,21150,0.27061,18703,0.2393,0.34478,,,
/mnt/scratch/ljcohen/mmetsp/Thalassiosira_rotula/SRR1296877/trinity/Thalassiosira_rotula_SRR1296877.Trinity.fixed.fasta,36843,201,12406,35763708,970.70564,0,12591,12,19200,80.59961,399,982,1537,2288,3844,0.49101,0.01239,0.00862,1.96732,0,0.0,0.17779,24336,24336,0.66053,1.19882,18045,0.88892,10432,0.51389,9521,0.46901,8319,0.4098,7778,0.38315,7104,0.34995,0.49492,,,
/mnt/scratch/ljcohen/mmetsp/Fragilariopsis_kerguelensis/SRR1296912/trinity/Fragilariopsis_kerguelensis_SRR1296912.Trinity.fixed.fasta,59853,201,10350,40248855,672.46178,0,11220,4,19434,79.40392,271,548,1062,1759,3215,0.41044,0.01352,0.01452,1.8416,0,0.0,0.1251,30193,30193,0.50445,0.77887,22644,0.58414,12026,0.31023,10034,0.25884,7925,0.20444,7030,0.18135,5847,0.15083,0.26635,,,
/mnt/scratch/ljcohen/mmetsp/Karenia_brevis/SRR1296748/trinity/Karenia_brevis_SRR1296748.Trinity.fixed.fasta,157626,201,13989,101937812,646.70684,0,28427,13,66405,93.47106,275,531,942,1503,2564,0.53551,0.00762,0.0037,1.95995,0,0.0,0.12739,29,29,0.00018,0.00075,29,0.00075,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1e-05,,,
/mnt/scratch/ljcohen/mmetsp/Vexillifera/SRR1296886/trinity/Vexillifera_SRR1296886.Trinity.fixed.fasta,20056,201,12516,14796699,737.7692,0,4749,5,10102,92.68998,310,686,1083,1574,2649,0.39704,0.01282,0.00394,1.78718,0,0.0,0.13418,10998,10998,0.54836,1.14994,8652,0.90464,4762,0.49791,4388,0.4588,3893,0.40705,3701,0.38697,3418,0.35738,0.48039,,,
