,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc
MMETSP0744,105,4,106,215,0.4883720930232558
MMETSP1068,100,3,112,215,0.46511627906976744
MMETSP1322,85,4,126,215,0.3953488372093023
MMETSP0890,76,2,137,215,0.35348837209302325
MMETSP0933,89,1,125,215,0.413953488372093
MMETSP1091,69,0,146,215,0.3209302325581395
MMETSP0115,97,5,113,215,0.4511627906976744
MMETSP1132,85,1,129,215,0.3953488372093023
MMETSP1035,120,3,92,215,0.5581395348837209
MMETSP1361,127,1,87,215,0.5906976744186047
MMETSP1474,147,4,64,215,0.6837209302325581
MMETSP0989,124,1,90,215,0.5767441860465117
MMETSP0707,124,3,88,215,0.5767441860465117
MMETSP0719,0,0,215,215,0.0
MMETSP0997,78,1,136,215,0.3627906976744186
MMETSP0661,95,3,117,215,0.4418604651162791
MMETSP0174,105,2,108,215,0.4883720930232558
MMETSP1153,114,3,98,215,0.5302325581395348
MMETSP0327,127,2,86,215,0.5906976744186047
MMETSP1054,109,4,102,215,0.5069767441860465
MMETSP0766,94,2,119,215,0.4372093023255814
MMETSP1415,107,7,101,215,0.49767441860465117
MMETSP1110,113,3,99,215,0.5255813953488372
MMETSP0911,34,2,179,215,0.15813953488372093
MMETSP0725,92,2,121,215,0.42790697674418604
MMETSP0816,62,5,148,215,0.28837209302325584
MMETSP0698,137,1,77,215,0.6372093023255814
MMETSP0471,104,1,110,215,0.48372093023255813
MMETSP1456,104,6,105,215,0.48372093023255813
MMETSP1017,94,3,118,215,0.4372093023255814
MMETSP0030,113,3,99,215,0.5255813953488372
MMETSP1009,57,1,157,215,0.2651162790697674
MMETSP1402,98,4,113,215,0.4558139534883721
MMETSP1309,100,5,110,215,0.46511627906976744
MMETSP1317,8,0,207,215,0.037209302325581395
MMETSP1043,69,4,142,215,0.3209302325581395
MMETSP0229,0,1,214,215,0.0
MMETSP1144,116,3,96,215,0.5395348837209303
MMETSP0945,114,3,98,215,0.5302325581395348
MMETSP1354,46,3,166,215,0.21395348837209302
MMETSP0027,110,3,102,215,0.5116279069767442
MMETSP0039,80,0,135,215,0.37209302325581395
MMETSP1441,105,7,103,215,0.4883720930232558
MMETSP0906,112,1,102,215,0.5209302325581395
MMETSP0796,125,1,89,215,0.5813953488372093
MMETSP0918,93,1,121,215,0.4325581395348837
MMETSP1107,101,3,111,215,0.4697674418604651
MMETSP0120,154,2,59,215,0.7162790697674418
MMETSP0046,115,4,96,215,0.5348837209302325
MMETSP1061,118,1,96,215,0.5488372093023256
MMETSP0058,127,2,86,215,0.5906976744186047
MMETSP0312,103,0,112,215,0.4790697674418605
MMETSP1335,73,4,138,215,0.3395348837209302
MMETSP1420,113,5,97,215,0.5255813953488372
MMETSP0753,123,1,91,215,0.5720930232558139
MMETSP1166,91,2,122,215,0.4232558139534884
MMETSP1178,75,2,138,215,0.3488372093023256
MMETSP0141,101,1,113,215,0.4697674418604651
MMETSP1391,116,2,97,215,0.5395348837209303
MMETSP1463,68,4,143,215,0.31627906976744186
MMETSP0005,110,2,103,215,0.5116279069767442
MMETSP1125,103,4,108,215,0.4790697674418605
MMETSP1098,144,1,70,215,0.6697674418604651
MMETSP0102,62,2,151,215,0.28837209302325584
MMETSP1086,100,4,111,215,0.46511627906976744
MMETSP0899,93,4,118,215,0.4325581395348837
MMETSP0924,0,0,215,215,0.0
MMETSP0887,85,2,128,215,0.3953488372093023
MMETSP0578,72,2,141,215,0.33488372093023255
MMETSP0901,101,7,107,215,0.4697674418604651
MMETSP0127,112,0,103,215,0.5209302325581395
MMETSP1100,109,2,104,215,0.5069767441860465
MMETSP0139,112,0,103,215,0.5209302325581395
MMETSP1007,58,2,155,215,0.26976744186046514
MMETSP1019,11,0,204,215,0.05116279069767442
MMETSP0020,66,4,145,215,0.30697674418604654
MMETSP1353,53,4,158,215,0.24651162790697675
MMETSP1446,113,2,100,215,0.5255813953488372
MMETSP0806,101,1,113,215,0.4697674418604651
MMETSP0735,114,1,100,215,0.5302325581395348
MMETSP0818,126,6,83,215,0.586046511627907
MMETSP0696,137,1,77,215,0.6372093023255814
MMETSP0164,107,1,107,215,0.49767441860465117
MMETSP1143,121,3,91,215,0.5627906976744186
MMETSP0942,52,1,162,215,0.24186046511627907
MMETSP1405,98,0,117,215,0.4558139534883721
MMETSP0063,87,6,122,215,0.4046511627906977
MMETSP1310,131,4,80,215,0.6093023255813953
MMETSP0294,116,7,92,215,0.5395348837209303
MMETSP0329,118,1,96,215,0.5488372093023256
MMETSP0251,0,0,215,215,0.0
MMETSP0105,104,2,109,215,0.48372093023255813
MMETSP1081,107,3,105,215,0.49767441860465117
MMETSP1122,119,2,94,215,0.5534883720930233
MMETSP0880,114,4,97,215,0.5302325581395348
MMETSP0923,0,0,215,215,0.0
MMETSP0717,64,2,149,215,0.29767441860465116
MMETSP0987,123,3,89,215,0.5720930232558139
MMETSP1464,88,4,123,215,0.40930232558139534
MMETSP1371,98,1,116,215,0.4558139534883721
MMETSP0960,113,3,99,215,0.5255813953488372
MMETSP1396,75,1,139,215,0.3488372093023256
MMETSP1388,91,6,118,215,0.4232558139534884
MMETSP0146,85,0,130,215,0.3953488372093023
MMETSP1161,104,2,109,215,0.48372093023255813
MMETSP0158,134,2,79,215,0.6232558139534884
MMETSP0315,76,3,136,215,0.35348837209302325
MMETSP1066,98,5,112,215,0.4558139534883721
MMETSP0041,116,3,96,215,0.5395348837209303
MMETSP0754,129,1,85,215,0.6
MMETSP0879,111,5,99,215,0.5162790697674419
MMETSP1439,92,2,121,215,0.42790697674418604
