"","SampleName","Run.x","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash","Investigator","HighLevelClassification","Phylum","Class","Order","Family","Genus","Species","Strain","Input.Reads","Surviving.Reads","Percent.Surviving","assembly.x","n_seqs.x","smallest.x","largest.x","n_bases.x","mean_len.x","n_under_200.x","n_over_1k.x","n_over_10k.x","n_with_orf.x","mean_orf_percent.x","n90.x","n70.x","n50.x","n30.x","n10.x","gc.x","gc_skew.x","at_skew.x","cpg_ratio.x","bases_n.x","proportion_n.x","linguistic_complexity.x","fragments","fragments_mapped","p_fragments_mapped","good_mappings","p_good_mapping","bad_mappings","potential_bridges","bases_uncovered","p_bases_uncovered","contigs_uncovbase","p_contigs_uncovbase","contigs_uncovered","p_contigs_uncovered","contigs_lowcovered","p_contigs_lowcovered","contigs_segmented","p_contigs_segmented","score.x","optimal_score.x","cutoff.x","assembly.y","n_seqs.y","smallest.y","largest.y","n_bases.y","mean_len.y","n_under_200.y","n_over_1k.y","n_over_10k.y","n_with_orf.y","mean_orf_percent.y","n90.y","n70.y","n50.y","n30.y","n10.y","gc.y","gc_skew.y","at_skew.y","cpg_ratio.y","bases_n.y","proportion_n.y","linguistic_complexity.y","CRBB_hits","n_contigs_with_CRBB","p_contigs_with_CRBB","rbh_per_reference","n_refs_with_CRBB","p_refs_with_CRBB","cov25","p_cov25","cov50","p_cov50","cov75","p_cov75","cov85","p_cov85","cov95","p_cov95","reference_coverage","score.y","optimal_score.y","cutoff.y","Run.y","Complete_eukaryotic","Fragmented_eukaryotic","Missing_eukaryotic","Total_eukaryotic","Complete_eukaryotic_BUSCO_perc","Complete_protist","Fragmented_protist","Missing_protist","Total_protist","Complete_protist_BUSCO_perc","Unique_kmers","num_reads_kept_diginorm","total_reads_before_diginorm","perc_kept_diginorm","num_kmers_reads_diginorm","fp_rate_diginorm"
"267","MMETSP0698","SRR1296806","7/22/15","7/26/15",25997649,2599764900,25997649,100,1590,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296806","SRX551213",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618922","SAMN02739995","simple",265572,"Extubocellulus spinifer",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","59523676306B0AC7AEA2910EA47DBE10","95EB5F6E75F7D632B556C7CEE18D5A8A","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Cymatosirales","Cymatosiraceae","Extubocellulus","spinifer","CCMP396",25997649,25888721,99.58,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0698.trinity_out_2.2.0.Trinity.fasta",38788,201,11133,37433784,965.08673,0,13566,5,22413,81.70591,437,926,1396,2026,3426,0.51791,0.00696,0.00377,2.03791,0,0,0.182,25888721,24260482,0.93711,21337130,0.82419,2923352,30093,924475,0.0247,16366,0.42193,1375,0.03545,14912,0.38445,2523,0.06505,0.36196,0.49562,0.42614,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0698.trinity_out_2.2.0.Trinity.fasta",941,201,7277,917735,975.2763,0,340,0,570,81.99066,448,942,1376,1929,3150,0.51355,0.01247,0.00356,2.03238,0,0,0.18577,789,789,0.83847,0.02116,540,0.01448,256,0.00687,215,0.00577,182,0.00488,159,0.00426,131,0.00351,0.0059,NA,NA,NA,"MMETSP0698",230,44,29,303,0.759075907591,175,32,27,234,0.747863247863248,908961,24403770,51883122,"47.0%",79563093,0
"268","MMETSP0699","SRR1296807","7/22/15","7/26/15",29807475,2980747500,29807475,100,1922,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296807","SRX551214",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618923","SAMN02739996","simple",265572,"Extubocellulus spinifer",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","D1043E5BF0F2DC9D1E6793A3331F943B","2F8E5D493F84BECAB2D790BE9D63AEAC","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Cymatosirales","Cymatosiraceae","Extubocellulus","spinifer","CCMP396",29807475,29763917,99.85,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0699.trinity_out_2.2.0.Trinity.fasta",40222,201,13903,37658921,936.27669,0,12150,5,18369,68.38167,362,931,1601,2488,4131,0.51085,0.00665,0.00451,2.03943,0,0,0.17309,29763917,27803620,0.93414,24861445,0.83529,2942175,27770,1560471,0.04144,16731,0.41597,1669,0.04149,23503,0.58433,4219,0.10489,0.32132,0.39175,0.06001,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0699.trinity_out_2.2.0.Trinity.fasta",40222,201,13903,37658921,936.27669,0,12150,5,18369,68.38167,362,931,1601,2488,4131,0.51085,0.00665,0.00451,2.03943,0,0,0.17309,27755,27755,0.69005,0.91592,17553,0.57925,8029,0.26496,6413,0.21163,4886,0.16124,4198,0.13853,3298,0.10883,0.20397,NA,NA,NA,"MMETSP0699",189,66,48,303,0.623762376238,152,43,39,234,0.64957264957265,29525208,22660646,59571313,"38.0%",101364729,0
"269","MMETSP0705","SRR1296937","7/22/15","7/26/15",18304970,1830497000,18304970,100,1172,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296937","SRX551344",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619053","SAMN02739978","simple",33640,"Asterionellopsis glacialis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","A4E1838C575D40284A555C39219C4C95","FDC0B1A23A4E8A1EBE7F5A9300AE5E78","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","glacialis","CCMP134",18304970,18294651,99.94,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0705.trinity_out_2.2.0.Trinity.fasta",24748,201,5824,12707308,513.46808,0,2213,0,7127,78.744,257,415,627,899,1474,0.43469,0.01703,0.01115,1.82069,0,0,0.10723,18294651,16414197,0.89721,15263199,0.8343,1150998,9845,418078,0.0329,5866,0.23703,991,0.04004,15512,0.6268,2907,0.11746,0.31534,0.4713,0.60805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,99,114,303,0.29702970297,82,32,120,234,0.35042735042735,11045543,NA,NA,NA,NA,NA
"270","MMETSP0706","SRR1296808","7/22/15","7/26/15",30373358,3037335800,30373358,100,1932,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296808","SRX551215",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618924","SAMN02739979","simple",33640,"Asterionellopsis glacialis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","8A71BB7A1AE64DA2BC083FE78C3F59A8","DC614D2D6F1A7FA4490A7C2DD191BE86","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","glacialis","CCMP134",30373358,30328576,99.85,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0706.trinity_out_2.2.0.Trinity.fasta",30995,201,12784,18709409,603.62668,0,4556,2,11728,77.28898,281,527,794,1110,1756,0.44341,0.01451,0.01007,1.93337,0,0,0.12277,30328576,27145533,0.89505,24843475,0.81914,2302058,12216,482872,0.02581,6998,0.22578,965,0.03113,18489,0.59652,5328,0.1719,0.31571,0.3674,0.19432,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0706.trinity_out_2.2.0.Trinity.fasta",30995,201,12784,18709409,603.62668,0,4556,2,11728,77.28898,281,527,794,1110,1756,0.44341,0.01451,0.01007,1.93337,0,0,0.12277,20414,20414,0.65862,0.97103,16767,0.79756,8598,0.40898,8082,0.38444,7269,0.34576,6723,0.31979,5878,0.2796,0.3588,NA,NA,NA,"MMETSP0706",113,93,97,303,0.372937293729,91,43,100,234,0.388888888888889,17013666,14807891,60701899,"24.4%",128172371,0
"271","MMETSP0707","SRR1296977","7/22/15","7/26/15",16360343,1636034300,16360343,100,927,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296977","SRX551384",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619092","SAMN02739980","simple",33640,"Asterionellopsis glacialis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","FCB263C066DEDE0F3C17916423BB28ED","E9737A12CC4FBFF13780D96FA15482B6","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","glacialis","CCMP134",16360343,16350937,99.94,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0707.trinity_out_2.2.0.Trinity.fasta",31972,201,14540,28138287,880.09155,0,10079,4,16768,80.10798,378,857,1317,1887,3082,0.43076,0.00791,0.00557,1.77621,0,0,0.16534,16350937,15460104,0.94552,14170713,0.86666,1289391,19890,753662,0.02678,9249,0.28928,900,0.02815,18858,0.58983,2036,0.06368,0.41495,0.49459,0.34565,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0707.trinity_out_2.2.0.Trinity.fasta",2113,201,14540,1825282,863.83436,0,639,2,1077,80.2012,368,823,1300,1849,3238,0.43189,0.00915,0.00794,1.7827,0,0,0.16137,1423,1423,0.67345,0.07998,992,0.05575,530,0.02979,494,0.02776,451,0.02535,424,0.02383,390,0.02192,0.0299,NA,NA,NA,"MMETSP0707",228,41,34,303,0.752475247525,172,32,30,234,0.735042735042735,1967537,15801902,32711164,"48.3%",70525202,0
"272","MMETSP0708","SRR1296809","7/22/15","7/26/15",29870500,2987050000,29870500,100,1897,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296809","SRX551216",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618925","SAMN02739981","simple",33640,"Asterionellopsis glacialis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","FBA7FE63C1831AA9BAEBD66394FF7469","8C6C8D3A5541CD6F8F697EB5989C93F4","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","glacialis","CCMP134",29870500,29826249,99.85,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0708.trinity_out_2.2.0.Trinity.fasta",24762,201,12276,13501009,545.23096,0,2498,2,8479,77.3274,269,468,688,929,1401,0.44235,0.01512,0.01136,1.93894,0,0,0.11345,29826249,27135317,0.90978,24814520,0.83197,2320797,8820,391829,0.02902,5409,0.21844,970,0.03917,13589,0.54878,4504,0.18189,0.30227,0.38941,0.24891,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0708.trinity_out_2.2.0.Trinity.fasta",24762,201,12276,13501009,545.23096,0,2498,2,8479,77.3274,269,468,688,929,1401,0.44235,0.01512,0.01136,1.93894,0,0,0.11345,17539,17539,0.7083,0.94934,14769,0.7994,7521,0.40709,7131,0.38598,6481,0.3508,5949,0.322,5187,0.28076,0.36016,NA,NA,NA,"MMETSP0708",99,96,108,303,0.326732673267,83,45,106,234,0.354700854700855,14378532,10793419,59696715,"18.1%",73073262,0
"273","MMETSP0713","SRR1296963","7/22/15","7/26/15",20150089,2015008900,20150089,100,1253,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296963","SRX551370",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619079","SAMN02740363","simple",33640,"Asterionellopsis glacialis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","D35E07EF080A7E9FEF0FE273C7067D71","324FAF92E435A63FE4CBBBB4034B9F3F","HeidiSosikSosik","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","glacialis","",20150089,20124988,99.88,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0713.trinity_out_2.2.0.Trinity.fasta",29474,201,9741,22398437,759.93883,0,7444,0,13556,79.12421,322,713,1110,1618,2597,0.4289,0.01238,0.00741,1.79026,0,0,0.14711,20124988,18622522,0.92534,16818286,0.83569,1804236,16035,799357,0.03569,8629,0.29277,1176,0.0399,17540,0.5951,4262,0.1446,0.33291,0.38735,0.03811,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0713.trinity_out_2.2.0.Trinity.fasta",2265,201,6215,1807414,797.97528,0,610,0,1087,78.45303,341,748,1203,1750,2723,0.43036,0.00447,0.01273,1.80205,0,0,0.15359,1573,1573,0.69448,0.09566,1109,0.06744,579,0.03521,526,0.03199,462,0.0281,434,0.02639,401,0.02439,0.03654,NA,NA,NA,"MMETSP0713",198,56,49,303,0.653465346535,152,40,42,234,0.64957264957265,1487186,NA,NA,NA,NA,NA
"274","MMETSP0716","SRR1296938","7/22/15","7/26/15",55499875,5549987500,55499875,100,3529,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296938","SRX551345",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619054","SAMN02740488","simple",230516,"Chaetoceros curvisetus",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","731939E0B74CBA64933870D9AE87C40A","15557F310B6F835572C954B3D776565A","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","curvisetus","",55499875,55488705,99.98,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0716.trinity_out_2.2.0.Trinity.fasta",30,206,2714,19552,651.73333,0,6,0,0,27.91019,234,565,1155,1440,2714,0.44696,0.01659,0.03949,1.93192,0,0,0.12954,4258072,3964129,0.93097,3770992,0.88561,193137,26,2,1e-04,2,0.06667,0,0,0,0,9,0.3,0.32547,0.64531,0.54827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,303,303,0,0,0,234,234,0,17233,NA,NA,NA,NA,NA
"275","MMETSP0717","SRR1294457","7/22/15","12/30/15",3370497,337049700,3370497,100,153,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294457","SRX549071",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer IIx","SRP042159","PRJNA248394",NA,248394,"SRS616884","SAMN02740489","simple",230516,"Chaetoceros curvisetus",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","EAEAB20B00BDCFDDA9A523F68C7CDFA7","ED294C28AB6A51F776DB69212DB589FF","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","curvisetus","",3370497,3369141,99.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,108,141,303,0.178217821782,51,44,139,234,0.217948717948718,3206746,NA,NA,NA,NA,NA
"276","MMETSP0717","SRR1294456","7/22/15","12/30/15",3408389,340838900,3408389,100,149,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294456","SRX549070",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer IIx","SRP042159","PRJNA248394",NA,248394,"SRS616884","SAMN02740489","simple",230516,"Chaetoceros curvisetus",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","591B79199025E16371A9D8FBE462B6AD","1C8FF075A91383172F9A6A8DFD6D00F9","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","curvisetus","",3408389,3407174,99.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,108,141,303,0.178217821782,51,44,139,234,0.217948717948718,3206746,NA,NA,NA,NA,NA
"277","MMETSP0717","SRR1294454","7/22/15","12/9/15",7294376,1458875200,7294376,200,882,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294454","SRX549068",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS616884","SAMN02740489","simple",230516,"Chaetoceros curvisetus",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","84BA5BC3481B41565C95F9037861B694","A39FA7D0581F5C2A63456FF231AE2E87","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","curvisetus","",7294376,7283942,99.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,108,141,303,0.178217821782,51,44,139,234,0.217948717948718,3206746,NA,NA,NA,NA,NA
"278","MMETSP0717","SRR1294455","7/22/15","12/9/15",3374640,337464000,3374640,100,147,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294455","SRX549069",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer IIx","SRP042159","PRJNA248394",NA,248394,"SRS616884","SAMN02740489","simple",230516,"Chaetoceros curvisetus",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","CEFCC3954D27ECA1D48183FC6DF87B8A","28F4B925498E99251201B691EFA208AC","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","curvisetus","",3374640,3373505,99.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,108,141,303,0.178217821782,51,44,139,234,0.217948717948718,3206746,NA,NA,NA,NA,NA
"279","MMETSP0718","SRR1296993","7/22/15","7/26/15",8933945,893394500,8933945,100,499,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296993","SRX551400",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619109","SAMN02740490","simple",230516,"Chaetoceros curvisetus",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","C6DC383DDD8349C4F2F5847C669701A5","383AA54AB3E945806550FD8BB619E36E","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","curvisetus","",8933945,8649290,96.81,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0718.trinity_out_2.2.0.Trinity.fasta",9747,201,5369,6358457,652.35016,0,1853,0,3995,75.71063,308,594,863,1170,1688,0.4247,0.02316,0.0145,1.69036,0,0,0.13321,8649290,8115715,0.93831,7363654,0.85136,752061,3987,198035,0.03115,2473,0.25372,353,0.03622,5034,0.51647,2195,0.2252,0.28583,0.33635,0.02462,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0718.trinity_out_2.2.0.Trinity.fasta",9747,201,5369,6358457,652.35016,0,1853,0,3995,75.71063,308,594,863,1170,1688,0.4247,0.02316,0.0145,1.69036,0,0,0.13321,7280,7280,0.7469,1.11794,5928,0.91032,2936,0.45086,2826,0.43397,2645,0.40617,2554,0.3922,2392,0.36732,0.44803,NA,NA,NA,"MMETSP0718",72,51,180,303,0.237623762376,61,28,145,234,0.260683760683761,4752297,4716617,17582903,"26.8%",27416851,0
"280","MMETSP0719","SRR1296939","7/22/15","7/26/15",21391863,2139186300,21391863,100,1374,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296939","SRX551346",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619055","SAMN02740491","simple",230516,"Chaetoceros curvisetus",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","AFA930CF9BD93EFC311AB8F7C934327B","B64554ABF9512053C94E9BF817D1666C","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","curvisetus","",21391863,21388775,99.99,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0719.trinity_out_2.2.0.Trinity.fasta",7884,201,5948,3801556,482.1862,0,628,0,1925,79.20223,244,363,541,904,1958,0.57659,0.01162,0.00583,2.2795,0,0,0.09821,21388775,19366634,0.90546,17776832,0.83113,1589802,3184,210510,0.05537,2291,0.29059,560,0.07103,4521,0.57344,801,0.1016,0.18649,0.40237,0.90634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,28,255,303,0.0660066006601,13,12,209,234,0.0555555555555556,2990388,NA,NA,NA,NA,NA
"281","MMETSP0724","SRR1296825","7/22/15","7/26/15",24647901,2464790100,24647901,100,1498,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296825","SRX551232",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618942","SAMN02740492","simple",265536,"Amphiprora",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","134198B3A095E11C33F771B82A157CFB","8590D24F01C25C1F190CE0621AA55C34","SarahSmith","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Bacillariophyceae","Naviculales","Amphipleuraceae","Amphiprora","sp.","CCMP467",24647901,24546611,99.59,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0724.trinity_out_2.2.0.Trinity.fasta",30127,201,13881,33086890,1098.24709,0,11818,14,18171,79.64957,485,1092,1685,2506,4082,0.50029,0.00422,0.00287,1.9587,0,0,0.1957,24546611,23602164,0.96152,22034911,0.89768,1567253,20317,875643,0.02646,9559,0.31729,955,0.0317,14922,0.4953,1708,0.05669,0.46788,0.5518,0.36579,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0724.trinity_out_2.2.0.Trinity.fasta",30127,201,13881,33086890,1098.24709,0,11818,14,18171,79.64957,485,1092,1685,2506,4082,0.50029,0.00422,0.00287,1.9587,0,0,0.1957,22855,22855,0.75862,0.91187,16429,0.65548,8312,0.33163,7283,0.29058,6179,0.24653,5658,0.22574,4874,0.19446,0.28145,NA,NA,NA,"MMETSP0724",231,30,42,303,0.762376237624,183,29,22,234,0.782051282051282,27470335,19461924,49192767,"39.6%",67653572,0
