assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff
/mnt/scratch/ljcohen/mmetsp/Vaucheria_litorea/SRR1300218/trinity/trinity_out/Vaucheria_litorea_SRR1300218.Trinity.fixed.fa,19056,201,9491,11482838,602.58386,0,2933,0,7770,92.31775,269,492,821,1292,2192,0.45105,0.02191,0.01874,2.06445,0,0.0,0.11965,22965306,22115576,0.963,21387616,0.9313,727960,6944,48035,0.00418,2935,0.15402,47,0.00247,15645,0.821,308,0.01616,0.49653,0.61266,0.38133
/mnt/scratch/ljcohen/mmetsp/Chaetoceros_neogracile/SRR1296835/trinity/trinity_out/Chaetoceros_neogracile_SRR1296835.Trinity.fixed.fa,25132,201,8986,25398753,1010.61408,0,9534,0,13248,76.86707,429,1049,1582,2229,3532,0.37983,0.01274,0.00931,1.71139,0,0.0,0.1785,20771636,19657869,0.94638,17990641,0.86612,1667228,15722,280299,0.01104,7810,0.31076,175,0.00696,10957,0.43598,1718,0.06836,0.44789,0.51388,0.29221
/mnt/scratch/ljcohen/mmetsp/Chattonella_subsalsa/SRR1300238/trinity/trinity_out/Chattonella_subsalsa_SRR1300238.Trinity.fixed.fa,35385,201,15834,28292823,799.57109,0,9807,6,16120,81.44021,316,785,1271,1824,2971,0.42532,0.01333,0.00943,1.56462,0,0.0,0.14966,25308143,23842689,0.9421,21825419,0.86239,2017270,18873,176236,0.00623,7801,0.22046,142,0.00401,23324,0.65915,1451,0.04101,0.40914,0.46738,0.3619
/mnt/scratch/ljcohen/mmetsp/Pseudo-nitzschia_australis/SRR1296847/trinity/trinity_out/Pseudo-nitzschia_australis_SRR1296847.Trinity.fixed.fa,27782,201,8919,27609854,993.80369,0,9950,0,13899,75.62083,397,1054,1654,2346,3576,0.47116,0.00517,0.00592,2.06833,0,0.0,0.17974,30982477,29261428,0.94445,26738976,0.86304,2522452,20397,216158,0.00783,10155,0.36552,141,0.00508,10868,0.39119,2540,0.09143,0.41649,0.46032,0.284
/mnt/scratch/ljcohen/mmetsp/Oxyrrhis_marina/SRR1300319/trinity/trinity_out/Oxyrrhis_marina_SRR1300319.Trinity.fixed.fa,3906,201,1774,1724268,441.44086,0,78,0,1100,86.19849,249,385,510,645,868,0.53341,-0.01118,-0.00128,1.97595,0,0.0,0.096,13123138,8631017,0.65769,3090908,0.23553,5540109,3714,36109,0.02094,1173,0.30031,81,0.02074,1571,0.4022,535,0.13697,0.01082,0.04578,0.17054
/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296859/trinity/trinity_out/Heterosigma_akashiwo_SRR1296859.Trinity.fixed.fa,22692,201,8613,12378747,545.5115,0,2381,0,5564,72.04117,273,445,646,972,1749,0.51943,0.01266,0.00348,1.95299,0,0.0,0.10973,26414479,24394021,0.92351,21495891,0.81379,2898130,10381,119728,0.00967,4840,0.21329,145,0.00639,11488,0.50626,2878,0.12683,0.33786,0.35964,0.03228
/mnt/scratch/ljcohen/mmetsp/Alveolata/SRR1296979/trinity/trinity_out/Alveolata_SRR1296979.Trinity.fixed.fa,45014,201,9201,36245957,805.2152,0,11971,0,19056,73.83977,329,744,1288,1902,2993,0.5916,0.01056,0.00401,1.85821,0,0.0,0.14768,24419146,22212533,0.90964,19362364,0.79292,2850169,34518,510322,0.01408,16564,0.36797,291,0.00646,20822,0.46257,4098,0.09104,0.35933,0.39954,0.37639
/mnt/scratch/ljcohen/mmetsp/Heterocapsa_triquetra/SRR1296978/trinity/trinity_out/Heterocapsa_triquetra_SRR1296978.Trinity.fixed.fa,96553,201,12724,58706660,608.02523,0,15508,3,37778,92.43782,265,484,861,1412,2371,0.65104,0.00601,0.00229,2.13388,0,0.0,0.11364,22674626,19308691,0.85155,15197957,0.67026,4110734,55961,462829,0.00788,24898,0.25787,425,0.0044,65700,0.68046,2935,0.0304,0.30514,0.4099,0.44872
/mnt/scratch/ljcohen/mmetsp/Compsopogon_caeruleus/SRR1296982/trinity/trinity_out/Compsopogon_caeruleus_SRR1296982.Trinity.fixed.fa,15370,201,15884,19202169,1249.32785,0,6162,8,6736,57.39364,491,1441,2323,3383,5389,0.50528,0.01932,0.00305,1.77382,0,0.0,0.21694,16921034,16183258,0.9564,15339954,0.90656,843304,8613,413357,0.02153,4345,0.28269,204,0.01327,7085,0.46096,1275,0.08295,0.45671,0.49554,0.31654
/mnt/scratch/ljcohen/mmetsp/Skeletonema_japonicum/SRR1296995/trinity/trinity_out/Skeletonema_japonicum_SRR1296995.Trinity.fixed.fa,25027,201,9656,24649577,984.91937,0,8856,0,13518,80.99892,403,1018,1595,2326,3664,0.45096,0.01294,0.00861,1.80169,0,0.0,0.18079,23754801,22663967,0.95408,20141662,0.8479,2522305,16591,187172,0.00759,7322,0.29256,133,0.00531,12692,0.50713,2008,0.08023,0.38849,0.43472,0.36259
/mnt/scratch/ljcohen/mmetsp/Thalassiosira_rotula/SRR1296989/trinity/trinity_out/Thalassiosira_rotula_SRR1296989.Trinity.fixed.fa,25604,201,6784,17015851,664.57784,0,5242,0,10360,78.04957,297,601,925,1297,1956,0.48663,0.0208,0.01082,1.92771,0,0.0,0.13486,13164348,12226919,0.92879,11147647,0.84681,1079272,12106,188598,0.01108,5600,0.21872,215,0.0084,13658,0.53343,3893,0.15205,0.36407,0.38475,0.03809
/mnt/scratch/ljcohen/mmetsp/Bigelowiella_natans/SRR1296871/trinity/trinity_out/Bigelowiella_natans_SRR1296871.Trinity.fixed.fa,17567,201,8192,9329989,531.10884,0,1931,0,5583,82.3883,253,422,677,1015,1681,0.46809,0.01215,0.00777,1.9696,0,0.0,0.11022,30781349,25383708,0.82465,22342864,0.72586,3040844,11316,31244,0.00335,1085,0.06176,23,0.00131,121,0.00689,673,0.03831,0.31644,0.40561,0.48246
/mnt/scratch/ljcohen/mmetsp/Amphiprora/SRR1296828/trinity/trinity_out/Amphiprora_SRR1296828.Trinity.fixed.fa,27980,201,15315,25148597,898.80618,0,8175,11,14132,84.26405,354,867,1485,2261,3869,0.50107,0.00394,0.00311,1.95929,0,0.0,0.16449,24652723,23766168,0.96404,22249717,0.90253,1516451,17803,147852,0.00588,7374,0.26355,96,0.00343,18722,0.66912,1221,0.04364,0.48685,0.52424,0.43271
/mnt/scratch/ljcohen/mmetsp/Tryblionella_compressa/SRR1296831/trinity/trinity_out/Tryblionella_compressa_SRR1296831.Trinity.fixed.fa,27721,201,9014,22833311,823.6828,0,7642,0,12879,77.69204,328,793,1305,1962,3185,0.46614,0.00759,0.00404,1.82459,0,0.0,0.15766,24411094,23481878,0.96193,21978371,0.90034,1503507,14461,208278,0.00912,6579,0.23733,179,0.00646,15216,0.5489,4794,0.17294,0.37515,0.38879,0.03589
/mnt/scratch/ljcohen/mmetsp/Cyanoptyche_gloeocystis/SRR1300321/trinity/trinity_out/Cyanoptyche_gloeocystis_SRR1300321.Trinity.fixed.fa,25974,201,5451,15636650,602.01163,0,4405,0,7454,72.97225,263,482,871,1371,2167,0.54311,0.01547,0.00669,1.98907,0,0.0,0.11898,19610095,18206700,0.92844,16601391,0.84657,1605309,12947,140566,0.00899,6811,0.26222,99,0.00381,19265,0.7417,1782,0.06861,0.36343,0.37581,0.04244
/mnt/scratch/ljcohen/mmetsp/Strombidium_rassoulzadegani/SRR1296873/trinity/trinity_out/Strombidium_rassoulzadegani_SRR1296873.Trinity.fixed.fa,18993,201,6536,14346460,755.35513,0,4790,0,6379,58.61834,337,695,1074,1527,2356,0.54624,0.00219,0.02888,1.70937,0,0.0,0.14258,24755566,23723739,0.95832,22279701,0.89999,1444038,9332,42715,0.00298,2593,0.13652,46,0.00242,10949,0.57648,841,0.04428,0.48877,0.57873,0.48997
/mnt/scratch/ljcohen/mmetsp/Pseudo-nitzschia_australis/SRR1296850/trinity/trinity_out/Pseudo-nitzschia_australis_SRR1296850.Trinity.fixed.fa,26904,201,7923,27448410,1020.23528,0,10005,0,13592,74.35735,409,1100,1719,2395,3590,0.47042,0.0041,0.00654,2.07022,0,0.0,0.18389,33459139,31760568,0.94923,29058107,0.86847,2702461,19513,179942,0.00656,9696,0.36039,107,0.00398,10096,0.37526,2943,0.10939,0.42441,0.46275,0.28434
/mnt/scratch/ljcohen/mmetsp/Dolichomastix_tenuilepis/SRR1296860/trinity/trinity_out/Dolichomastix_tenuilepis_SRR1296860.Trinity.fixed.fa,30764,201,23813,25321181,823.07831,0,8030,7,16358,87.52082,342,746,1242,1943,3409,0.63362,0.00918,0.00826,2.38846,0,0.0,0.14208,27667660,26154727,0.94532,23871615,0.8628,2283112,19596,216269,0.00854,8717,0.28335,155,0.00504,18013,0.58552,1891,0.06147,0.44816,0.51088,0.38542
/mnt/scratch/ljcohen/mmetsp/Karenia_brevis/SRR1296853/trinity/trinity_out/Karenia_brevis_SRR1296853.Trinity.fixed.fa,151063,201,14402,91510655,605.77809,0,24660,5,58985,92.33081,262,487,867,1389,2314,0.53407,0.00813,0.00387,1.95642,0,0.0,0.12109,28105494,23920091,0.85108,20027886,0.7126,3892205,69426,452237,0.00494,30311,0.20065,387,0.00256,117390,0.77709,3145,0.02082,0.3659,0.4706,0.484
/mnt/scratch/ljcohen/mmetsp/Skeletonema_dohrnii/SRR1296855/trinity/trinity_out/Skeletonema_dohrnii_SRR1296855.Trinity.fixed.fa,26755,201,8253,24750307,925.07221,0,8815,0,13761,80.9825,371,945,1504,2174,3380,0.45438,0.01367,0.00836,1.79104,0,0.0,0.17246,25922540,24642505,0.95062,21914307,0.84538,2728198,17635,203217,0.00821,7892,0.29497,132,0.00493,13445,0.50252,2527,0.09445,0.37666,0.40552,0.32415
/mnt/scratch/ljcohen/mmetsp/Emiliania_huxleyi/SRR1300236/trinity/trinity_out/Emiliania_huxleyi_SRR1300236.Trinity.fixed.fa,25619,201,15949,16465134,642.6923,0,4475,7,10633,86.46629,275,529,919,1447,2559,0.67552,0.01079,0.00441,2.34788,0,0.0,0.11298,12389700,11268341,0.90949,9975782,0.80517,1292559,15037,253086,0.01537,7591,0.2963,186,0.00726,17358,0.67754,1131,0.04415,0.34292,0.45204,0.46142
/mnt/scratch/ljcohen/mmetsp/Prymnesium_parvum/SRR1300223/trinity/trinity_out/Prymnesium_parvum_SRR1300223.Trinity.fixed.fa,39746,201,11323,31417296,790.45177,0,10006,2,17953,82.07501,320,731,1218,1839,3323,0.59576,0.01197,0.00463,2.25251,0,0.0,0.14607,26334325,24916523,0.94616,22630596,0.85936,2285927,22336,276057,0.00879,9912,0.24938,218,0.00548,26179,0.65866,1393,0.03505,0.45692,0.50396,0.45855
/mnt/scratch/ljcohen/mmetsp/Alexandrium_tamarense/SRR1300221/trinity/trinity_out/Alexandrium_tamarense_SRR1300221.Trinity.fixed.fa,39466,201,2726,16217412,410.9211,0,1556,0,8134,85.37831,231,315,455,667,1058,0.57987,0.01057,0.00052,1.97878,0,0.0,0.08745,14998989,11957643,0.79723,8882160,0.59218,3075483,32363,106790,0.00658,8162,0.20681,119,0.00302,15365,0.38932,6013,0.15236,0.19501,0.24112,0.20219
/mnt/scratch/ljcohen/mmetsp/Alexandrium_minutum/SRR1300213/trinity/trinity_out/Alexandrium_minutum_SRR1300213.Trinity.fixed.fa,38373,201,3187,18979990,494.61835,0,3895,0,13053,92.97027,242,382,637,955,1451,0.64513,0.00833,0.0025,2.09853,0,0.0,0.09972,11302437,9409591,0.83253,3926099,0.34737,5483492,15038,669072,0.03525,12741,0.33203,1747,0.04553,25516,0.66495,3104,0.08089,0.01874,0.12044,0.24045
/mnt/scratch/ljcohen/mmetsp/Eutreptiella_gymnastica/SRR1296866/trinity/trinity_out/Eutreptiella_gymnastica_SRR1296866.Trinity.fixed.fa,107024,201,14606,62377220,582.83394,0,14463,5,20082,65.66534,256,435,793,1470,2839,0.55084,0.01337,-0.00134,1.75072,0,0.0,0.11484,37571157,33791392,0.8994,29900200,0.79583,3891192,63761,483440,0.00775,29134,0.27222,343,0.0032,88396,0.82595,2707,0.02529,0.33531,0.45742,0.59587
/mnt/scratch/ljcohen/mmetsp/Dinobryon/SRR1296864/trinity/trinity_out/Dinobryon_SRR1296864.Trinity.fixed.fa,28940,201,9710,29149483,1007.23853,0,10663,0,14741,72.10171,433,1023,1576,2272,3550,0.43843,0.01008,0.00475,1.91588,0,0.0,0.18398,34446130,32767528,0.95127,29919920,0.8686,2847608,18425,559725,0.0192,10414,0.35985,297,0.01026,12654,0.43725,2615,0.09036,0.41236,0.49219,0.39718
/mnt/scratch/ljcohen/mmetsp/Thalassiosira_oceanica/SRR1300227/trinity/trinity_out/Thalassiosira_oceanica_SRR1300227.Trinity.fixed.fa,29901,201,11680,29548160,988.19973,0,10212,9,16187,83.95684,399,1003,1590,2402,4167,0.55693,0.00928,0.00954,2.03622,0,0.0,0.17762,21201857,20008816,0.94373,17832660,0.84109,2176156,19818,286427,0.00969,9107,0.30457,179,0.00599,15691,0.52477,1322,0.04421,0.42405,0.50579,0.47582
/mnt/scratch/ljcohen/mmetsp/Ochromonas/SRR1296863/trinity/trinity_out/Ochromonas_SRR1296863.Trinity.fixed.fa,31798,201,14870,25797315,811.28735,0,8593,2,15423,81.08174,337,764,1232,1821,3069,0.4795,0.01208,0.00861,2.01444,0,0.0,0.15614,24700588,23334444,0.94469,20997297,0.85007,2337147,22820,223874,0.00868,11521,0.36232,138,0.00434,18117,0.56975,1800,0.05661,0.42855,0.47198,0.45575
/mnt/scratch/ljcohen/mmetsp/Thalassiosira_gravida/SRR1296987/trinity/trinity_out/Thalassiosira_gravida_SRR1296987.Trinity.fixed.fa,31486,201,12472,27579685,875.93486,0,8711,5,13536,73.41677,333,846,1502,2358,4132,0.48722,0.0144,0.00851,1.96259,0,0.0,0.16144,22690098,21500140,0.94756,19803070,0.87276,1697070,19749,258867,0.00939,9274,0.29454,174,0.00553,20764,0.65947,2012,0.0639,0.42954,0.44606,0.04908
/mnt/scratch/ljcohen/mmetsp/Thalassiosira_gravida/SRR1296992/trinity/trinity_out/Thalassiosira_gravida_SRR1296992.Trinity.fixed.fa,24876,201,6811,17907416,719.86718,0,6061,0,10183,70.78249,312,684,1034,1436,2163,0.478,0.01796,0.00899,1.94543,0,0.0,0.14413,19315131,18206915,0.94262,16285616,0.84315,1921299,12940,165895,0.00926,6371,0.25611,132,0.00531,14016,0.56343,4077,0.16389,0.36164,0.37294,0.02535
/mnt/scratch/ljcohen/mmetsp/Skeletonema_grethae/SRR1296994/trinity/trinity_out/Skeletonema_grethae_SRR1296994.Trinity.fixed.fa,23756,201,12931,19516782,821.55169,0,6764,3,11430,82.16795,332,797,1292,1860,3033,0.45368,0.01483,0.00945,1.79924,0,0.0,0.1573,25299062,23935020,0.94608,21304973,0.84213,2630047,14030,204756,0.01049,6360,0.26772,212,0.00892,13337,0.56142,1271,0.0535,0.39185,0.45515,0.40437
/mnt/scratch/ljcohen/mmetsp/Cafeteria_roenbergensis/SRR1300216/trinity/trinity_out/Cafeteria_roenbergensis_SRR1300216.Trinity.fixed.fa,25239,201,20716,21161626,838.44946,0,6644,24,12898,91.2966,324,796,1363,2118,4059,0.70404,0.00737,0.00109,2.2172,0,0.0,0.13355,32571944,31487963,0.96672,29449084,0.90412,2038879,15388,164709,0.00778,6454,0.25572,92,0.00365,15793,0.62574,1289,0.05107,0.48753,0.50339,0.44511
/mnt/scratch/ljcohen/mmetsp/Amorphochlora_amoebiformis/SRR1296869/trinity/trinity_out/Amorphochlora_amoebiformis_SRR1296869.Trinity.fixed.fa,29040,201,29671,30713215,1057.6176,0,11423,48,17093,85.87232,470,1071,1569,2273,4363,0.48502,0.00831,0.00765,1.87295,0,0.0,0.19327,39662301,37907773,0.95576,34671244,0.87416,3236529,18870,332666,0.01083,7530,0.2593,309,0.01064,11260,0.38774,1319,0.04542,0.4925,0.59928,0.47426
/mnt/scratch/ljcohen/mmetsp/Chromera_velia/SRR1296980/trinity/trinity_out/Chromera_velia_SRR1296980.Trinity.fixed.fa,54902,201,7198,37077996,675.34873,0,10939,0,18532,72.92489,292,575,976,1491,2432,0.53272,0.03106,0.01196,1.60314,0,0.0,0.13015,21573523,19814416,0.91846,17851656,0.82748,1962760,32713,202055,0.00545,13556,0.24691,165,0.00301,38349,0.6985,1756,0.03198,0.42787,0.49664,0.43331
/mnt/scratch/ljcohen/mmetsp/Emiliania_huxleyi/SRR1300231/trinity/trinity_out/Emiliania_huxleyi_SRR1300231.Trinity.fixed.fa,39407,201,13676,24536236,622.63649,0,6316,1,17066,90.93151,280,514,834,1306,2282,0.68407,0.01102,0.00439,2.34729,0,0.0,0.11136,12233798,11112310,0.90833,9471273,0.77419,1641037,24184,203926,0.00831,10966,0.27828,184,0.00467,28861,0.73238,1236,0.03136,0.34971,0.45269,0.46053
/mnt/scratch/ljcohen/mmetsp/Prasinoderma_coloniale/SRR1296862/trinity/trinity_out/Prasinoderma_coloniale_SRR1296862.Trinity.fixed.fa,13816,201,17028,13843199,1001.96866,0,4857,10,8693,89.17277,442,973,1515,2270,3934,0.6818,0.00908,0.00617,2.46334,0,0.0,0.15686,26306280,25050304,0.95226,22954005,0.87257,2096299,8261,94183,0.0068,2945,0.21316,110,0.00796,4501,0.32578,1016,0.07354,0.4663,0.54988,0.44453
/mnt/scratch/ljcohen/mmetsp/Chaetoceros_neogracile/SRR1296836/trinity/trinity_out/Chaetoceros_neogracile_SRR1296836.Trinity.fixed.fa,27265,201,13789,31226267,1145.28762,0,11329,15,14722,72.77901,492,1212,1822,2670,4419,0.37646,0.01019,0.00767,1.74924,0,0.0,0.19247,30848412,29259193,0.94848,26653870,0.86403,2605323,18560,320128,0.01025,8520,0.31249,178,0.00653,10285,0.37722,2853,0.10464,0.41593,0.46792,0.25581
/mnt/scratch/ljcohen/mmetsp/Kryptoperidinium_foliaceum/SRR1296842/trinity/trinity_out/Kryptoperidinium_foliaceum_SRR1296842.Trinity.fixed.fa,51009,201,5033,21321673,417.99826,0,2305,0,13195,94.29944,231,320,460,684,1150,0.64434,0.01285,0.00705,2.21215,0,0.0,0.0858,23749740,14629241,0.61597,9552540,0.40222,5076701,30183,44857,0.0021,5748,0.11269,46,0.0009,2102,0.04121,1515,0.0297,0.14292,0.19314,0.39194
/mnt/scratch/ljcohen/mmetsp/Pseudo-nitzschia_australis/SRR1296848/trinity/trinity_out/Pseudo-nitzschia_australis_SRR1296848.Trinity.fixed.fa,27586,201,9023,26931299,976.26691,0,9780,0,13391,73.04225,383,1052,1650,2331,3461,0.4695,0.00436,0.00834,2.06919,0,0.0,0.17764,33118341,31253536,0.94369,28734450,0.86763,2519086,19612,233431,0.00867,10011,0.3629,146,0.00529,10964,0.39745,3487,0.1264,0.40908,0.43275,0.05591
/mnt/scratch/ljcohen/mmetsp/Chaetoceros_curvisetus/SRR1296993/trinity/trinity_out/Chaetoceros_curvisetus_SRR1296993.Trinity.fixed.fa,8888,201,3954,5954626,669.96242,0,1834,0,3728,75.17404,314,622,897,1205,1735,0.42439,0.02344,0.01417,1.6907,0,0.0,0.13654,8649290,8212854,0.94954,7549555,0.87285,663299,3232,57804,0.00971,1728,0.19442,65,0.00731,4510,0.50743,2037,0.22919,0.33829,0.35339,0.02277
/mnt/scratch/ljcohen/mmetsp/Minchinia_chitonis/SRR1300215/trinity/trinity_out/Minchinia_chitonis_SRR1300215.Trinity.fixed.fa,1626,201,1956,557396,342.80197,0,24,0,225,92.35965,217,266,342,488,796,0.54063,0.00837,0.00979,2.0033,0,0.0,0.07415,6808014,2891918,0.42478,90015,0.01322,2801903,616,2412,0.00433,192,0.11808,3,0.00185,1213,0.746,84,0.05166,0.00174,0.00153,0.01705
/mnt/scratch/ljcohen/mmetsp/Emiliania_huxleyi/SRR1300235/trinity/trinity_out/Emiliania_huxleyi_SRR1300235.Trinity.fixed.fa,33568,201,13599,21404727,637.65273,0,5754,2,14431,88.11674,278,531,885,1376,2420,0.6809,0.00916,0.00368,2.35736,0,0.0,0.11281,16951542,15604109,0.92051,13761297,0.8118,1842812,20795,269420,0.01259,9742,0.29022,197,0.00587,23012,0.68553,1518,0.04522,0.35164,0.44206,0.49074
/mnt/scratch/ljcohen/mmetsp/Thalassiosira_rotula/SRR1296988/trinity/trinity_out/Thalassiosira_rotula_SRR1296988.Trinity.fixed.fa,35945,201,12573,26462912,736.20565,0,8294,5,15556,83.96684,303,652,1135,1741,2907,0.49589,0.01634,0.00951,1.95845,0,0.0,0.14261,14148182,13215010,0.93404,11924046,0.8428,1290964,21870,273702,0.01034,9448,0.26285,215,0.00598,26231,0.72975,1157,0.03219,0.4321,0.51836,0.48319
/mnt/scratch/ljcohen/mmetsp/Acanthoeca/SRR1296844/trinity/trinity_out/Acanthoeca_SRR1296844.Trinity.fixed.fa,32709,201,22584,31303827,957.04017,0,10005,41,17189,85.81149,370,946,1592,2530,4886,0.60002,0.00537,0.00417,2.0917,0,0.0,0.16821,24348363,23166488,0.95146,21411853,0.8794,1754635,19760,420610,0.01344,8312,0.25412,337,0.0103,18901,0.57785,1337,0.04088,0.43532,0.56775,0.53
/mnt/scratch/ljcohen/mmetsp/Thalassiosira_oceanica/SRR1300226/trinity/trinity_out/Thalassiosira_oceanica_SRR1300226.Trinity.fixed.fa,29865,201,14866,33589963,1124.7267,0,11983,9,17292,80.95003,479,1178,1806,2681,4388,0.55879,0.00714,0.01038,2.04164,0,0.0,0.19683,35240052,33554306,0.95216,30296573,0.85972,3257733,21735,330749,0.00985,10190,0.3412,187,0.00626,10950,0.36665,1816,0.06081,0.43808,0.5295,0.44731
/mnt/scratch/ljcohen/mmetsp/Uronema/SRR1296976/trinity/trinity_out/Uronema_SRR1296976.Trinity.fixed.fa,19097,201,3556,10653163,557.84484,0,2355,0,54,24.86608,277,462,701,1003,1525,0.24441,0.07826,0.04166,1.41771,0,0.0,0.09469,14970624,14220399,0.94989,13051220,0.87179,1169179,6770,40928,0.00384,2490,0.13039,48,0.00251,11151,0.58391,1790,0.09373,0.43165,0.45364,0.11739
/mnt/scratch/ljcohen/mmetsp/uncultured_eukaryote/SRR1296837/trinity/trinity_out/uncultured_eukaryote_SRR1296837.Trinity.fixed.fa,16533,201,8374,14217840,859.96734,0,5003,0,7790,70.95394,372,820,1299,1864,2903,0.46312,0.0181,0.00075,1.89096,0,0.0,0.16638,27719619,27015354,0.97459,25830735,0.93186,1184619,8329,107512,0.00756,3546,0.21448,55,0.00333,8774,0.5307,2033,0.12297,0.46104,0.4772,0.0435
/mnt/scratch/ljcohen/mmetsp/Tryblionella_compressa/SRR1296830/trinity/trinity_out/Tryblionella_compressa_SRR1296830.Trinity.fixed.fa,23800,201,7428,20414914,857.7695,0,7134,0,12082,78.57267,360,836,1308,1904,2921,0.46517,0.00747,0.00636,1.82773,0,0.0,0.16476,21776674,21059337,0.96706,19654653,0.90256,1404684,12241,100834,0.00494,5296,0.22252,69,0.0029,12528,0.52639,4901,0.20592,0.38571,0.39415,0.03129
/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296856/trinity/trinity_out/Heterosigma_akashiwo_SRR1296856.Trinity.fixed.fa,28020,201,7815,16345405,583.34779,0,3874,0,9263,78.63063,280,478,739,1122,1874,0.52708,0.01179,0.00657,1.92892,0,0.0,0.11687,27426176,25352736,0.9244,21794058,0.79464,3558678,12284,116024,0.0071,5719,0.2041,125,0.00446,16634,0.59365,1849,0.06599,0.36589,0.38456,0.03241
/mnt/scratch/ljcohen/mmetsp/uncultured_eukaryote/SRR1296843/trinity/trinity_out/uncultured_eukaryote_SRR1296843.Trinity.fixed.fa,28573,201,18713,14227247,497.92626,0,2666,3,7651,88.27052,240,361,602,1064,2188,0.50666,0.01093,0.0106,1.85457,0,0.0,0.1013,15955700,14277841,0.89484,13085123,0.82009,1192718,13818,162543,0.01142,6041,0.21142,246,0.00861,21670,0.75841,1275,0.04462,0.37331,0.40725,0.08146
/mnt/scratch/ljcohen/mmetsp/Durinskia_baltica/SRR1296839/trinity/trinity_out/Durinskia_baltica_SRR1296839.Trinity.fixed.fa,123685,201,12840,78425790,634.07681,0,22040,3,53186,93.26978,275,526,908,1405,2309,0.62524,0.00534,0.00197,2.26455,0,0.0,0.12039,23459230,20102354,0.85691,16464320,0.70183,3638034,69131,481666,0.00614,28646,0.2316,419,0.00339,89000,0.71957,2801,0.02265,0.33406,0.44561,0.52861
/mnt/scratch/ljcohen/mmetsp/Tryblionella_compressa/SRR1296829/trinity/trinity_out/Tryblionella_compressa_SRR1296829.Trinity.fixed.fa,24441,201,8231,24469791,1001.17798,0,9313,0,13427,74.17608,422,1052,1572,2209,3334,0.4643,0.00672,0.00511,1.82523,0,0.0,0.1867,45066914,43848183,0.97296,41121385,0.91245,2726798,13950,223146,0.00912,6095,0.24938,131,0.00536,10587,0.43317,6598,0.26996,0.3501,0.36018,0.02635
/mnt/scratch/ljcohen/mmetsp/Thraustochytrium_sp./SRR1296846/trinity/trinity_out/Thraustochytrium_sp._SRR1296846.Trinity.fixed.fa,19067,201,17937,20453276,1072.70551,0,7372,10,10713,79.78138,447,1133,1743,2507,4147,0.51226,0.00864,0.00854,2.05924,0,0.0,0.19661,23779619,23068981,0.97012,21442791,0.90173,1626190,11959,143190,0.007,4906,0.2573,109,0.00572,10462,0.5487,896,0.04699,0.48064,0.59064,0.54557
/mnt/scratch/ljcohen/mmetsp/Stephanopyxis_turris/SRR1296867/trinity/trinity_out/Stephanopyxis_turris_SRR1296867.Trinity.fixed.fa,53845,201,16487,34561920,641.87798,0,9636,7,19776,85.53219,268,519,966,1547,2706,0.47254,0.01133,0.00836,2.01637,0,0.0,0.12678,14309542,12939038,0.90422,11641967,0.81358,1297071,24388,228719,0.00662,10583,0.19655,141,0.00262,43993,0.81703,1357,0.0252,0.41468,0.4889,0.4593
/mnt/scratch/ljcohen/mmetsp/Chroomonas_cf._mesostigmatica/SRR1296872/trinity/trinity_out/Chroomonas_cf._mesostigmatica_SRR1296872.Trinity.fixed.fa,64866,201,13957,40833487,629.50524,0,10498,8,26579,88.57731,283,507,850,1366,2495,0.62399,0.02284,0.01167,2.01603,0,0.0,0.11768,33698837,31152692,0.92444,27686450,0.82158,3466242,33192,413341,0.01012,15175,0.23394,386,0.00595,41960,0.64687,3224,0.0497,0.42384,0.48195,0.42882
/mnt/scratch/ljcohen/mmetsp/Karenia_brevis/SRR1296852/trinity/trinity_out/Karenia_brevis_SRR1296852.Trinity.fixed.fa,153568,201,12093,93578355,609.36103,0,24636,8,58896,92.5823,262,483,872,1434,2496,0.53347,0.00821,0.00352,1.95459,0,0.0,0.12096,27443838,23225322,0.84629,19236501,0.70094,3988821,72481,522349,0.00558,31573,0.2056,448,0.00292,119524,0.77831,2882,0.01877,0.35097,0.46635,0.56066
/mnt/scratch/ljcohen/mmetsp/Crustomastix_stigmatica/SRR1296861/trinity/trinity_out/Crustomastix_stigmatica_SRR1296861.Trinity.fixed.fa,27168,201,14662,19601093,721.47722,0,5349,17,13285,90.73343,307,601,1037,1720,3415,0.69038,0.01596,0.00753,2.19188,0,0.0,0.11998,27725985,26707115,0.96325,24210271,0.8732,2496844,18952,165295,0.00843,7378,0.27157,98,0.00361,13858,0.51009,1953,0.07189,0.39774,0.41333,0.04107
