SampleName,Phylum,Unique_kmers_assembly,Unique_kmers
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1002,Bacillariophyta,1600446.0,8838085.0
MMETSP1005,Bacillariophyta,15011705.0,9024283.0
MMETSP1006,Haptophyta,16883636.0,11723247.0
MMETSP1007,Haptophyta,15868448.0,11600814.0
MMETSP1008,Haptophyta,18184404.0,12461053.0
MMETSP1009,Haptophyta,16262202.0,9022160.0
MMETSP1010,Bacillariophyta,686916.0,12621439.0
MMETSP1012,Bacillariophyta,35944935.0,17676966.0
MMETSP1013,Bacillariophyta,19597025.0,13606370.0
MMETSP1015,Dinophyta,84328567.0,30780752.0
MMETSP1016,Dinophyta,92632299.0,38524944.0
MMETSP1017,Dinophyta,79008260.0,28902911.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1018,Ciliophora,728708.0,69591.0
MMETSP1019,Ciliophora,8485630.0,123291.0
MMETSP1019,Ciliophora,8485630.0,123291.0
MMETSP1019,Ciliophora,8485630.0,123291.0
MMETSP1019,Ciliophora,8485630.0,123291.0
MMETSP1032,Dinophyta,83438355.0,52201933.0
MMETSP1033,Dinophyta,80839098.0,52606991.0
MMETSP1034,Dinophyta,80574583.0,54642919.0
MMETSP1035,Dinophyta,86607875.0,56100489.0
MMETSP1036,Dinophyta,88974796.0,46681796.0
MMETSP1037,Dinophyta,89664602.0,48920640.0
MMETSP1038,Dinophyta,92752473.0,51791124.0
MMETSP1039,Bacillariophyta,695504.0,8516505.0
MMETSP1040,Bacillariophyta,1679698.0,7951471.0
MMETSP1041,Cryptophyta,22595191.0,15903264.0
MMETSP1042,Cryptophyta,28583565.0,19925214.0
MMETSP1043,Cryptophyta,27061049.0,16742202.0
MMETSP1047,Cryptophyta,39049067.0,22880490.0
MMETSP1048,Cryptophyta,27914590.0,9741951.0
MMETSP1049,Cryptophyta,31873560.0,17215713.0
MMETSP1050,Cryptophyta,35117918.0,12036981.0
MMETSP1052,Chlorarachniophyta,28878236.0,16844310.0
MMETSP1054,Unknown,31539616.0,17003918.0
MMETSP1055,Unknown,1429157.0,14132297.0
MMETSP1057,Bacillariophyta,129666.0,21832441.0
MMETSP1058,Bacillariophyta,32696471.0,23079918.0
MMETSP1059,Bacillariophyta,23424323.0,17669023.0
MMETSP1060,Bacillariophyta,24174604.0,14815165.0
MMETSP1061,Bacillariophyta,23642623.0,16142204.0
MMETSP1062,Bacillariophyta,29130409.0,12010785.0
MMETSP1063,Bacillariophyta,30407354.0,12124478.0
MMETSP1064,Bacillariophyta,22658989.0,12836198.0
MMETSP1065,Bacillariophyta,21507636.0,16472879.0
MMETSP1066,Bacillariophyta,36122001.0,21125180.0
MMETSP1067,Bacillariophyta,34772437.0,22076359.0
MMETSP1068,Ochrophyta,38492889.0,27796565.0
MMETSP1070,Bacillariophyta,32187293.0,14570196.0
MMETSP1071,Bacillariophyta,29279531.0,13070871.0
MMETSP1074,Dinophyta,84376066.0,51841480.0
MMETSP1075,Dinophyta,89713186.0,54362467.0
MMETSP1080,Chlorophyta,774538.0,13052649.0
MMETSP1081,Unknown,817201.0,13165398.0
MMETSP1082,Chlorophyta,756496.0,17201404.0
MMETSP1083,Haptophyta,24056289.0,8937724.0
MMETSP1084,Unknown,15216473.0,13339579.0
MMETSP1085,Chlorophyta,3311751.0,9853249.0
MMETSP1086,Glaucophyta,1658725.0,6303587.0
MMETSP1089,Glaucophyta,35205954.0,19695426.0
MMETSP1090,Haptophyta,23444923.0,15910825.0
MMETSP1091,Cryptophyta,19751072.0,10771787.0
MMETSP1094,Haptophyta,55700178.0,24455566.0
MMETSP1095,Ochrophyta,2857567.0,4129984.0
MMETSP1096,Haptophyta,48062593.0,21515873.0
MMETSP1097,Ochrophyta,6188996.0,2988751.0
MMETSP1098,Ochrophyta,32255279.0,19385925.0
MMETSP1100,Haptophyta,41132229.0,14454111.0
MMETSP1101,Cryptophyta,49945905.0,21590298.0
MMETSP1102,Cryptophyta,52091288.0,12874021.0
MMETSP1103,Ochrophyta,27354245.0,18545464.0
MMETSP1104,Bicosoecida,19078824.0,12748597.0
MMETSP1105,Ochrophyta,24272344.0,9668177.0
MMETSP1106,Chlorophyta,26256075.0,15471214.0
MMETSP1107,Ochrophyta,15398813.0,3475430.0
MMETSP1110,Dinophyta,73837970.0,46883556.0
MMETSP1114,Unknown,33745901.0,25559758.0
MMETSP1115,Dinophyta,45827645.0,25786878.0
MMETSP1116,Dinophyta,35729781.0,20458046.0
MMETSP1117,Dinophyta,31129204.0,18502052.0
MMETSP1122,Dinophyta,48411523.0,30854340.0
MMETSP1123,Dinophyta,29857492.0,14910667.0
MMETSP1124,Dinophyta,30709762.0,15236520.0
MMETSP1125,Dinophyta,42348046.0,24411680.0
MMETSP1126,Chlorophyta,78103.0,11314499.0
MMETSP1127,Chlorophyta,28196193.0,18753534.0
MMETSP1128,Chlorophyta,25727827.0,15917426.0
MMETSP1129,Haptophyta,25281221.0,12581561.0
MMETSP1130,Haptophyta,580120.0,4128033.0
MMETSP1131,Haptophyta,7361403.0,2958351.0
MMETSP1132,Haptophyta,23431302.0,11876653.0
MMETSP1136,Haptophyta,34959275.0,11393177.0
MMETSP1137,Haptophyta,759424.0,6011130.0
MMETSP1138,Haptophyta,27197566.0,8560632.0
MMETSP1139,Haptophyta,16442206.0,12996982.0
MMETSP1140,Haptophyta,16243875.0,11871622.0
MMETSP1141,Unknown,22065210.0,13233185.0
MMETSP1142,Unknown,23511157.0,14525658.0
MMETSP1143,Unknown,22050362.0,14841446.0
MMETSP1144,Unknown,23460659.0,14276735.0
MMETSP1147,Dinophyta,522704.0,57297.0
MMETSP1148,Dinophyta,24642.0,15928.0
MMETSP1150,Haptophyta,28022883.0,11001045.0
MMETSP1151,Haptophyta,25828800.0,9596449.0
MMETSP1152,Haptophyta,29366450.0,12576631.0
MMETSP1153,Haptophyta,30224178.0,13619448.0
MMETSP1154,Haptophyta,28016894.0,13808844.0
MMETSP1155,Haptophyta,30664933.0,14471000.0
MMETSP1156,Haptophyta,29629772.0,13611904.0
MMETSP1157,Haptophyta,35389727.0,15244642.0
MMETSP1159,Chlorophyta,2268461.0,3546521.0
MMETSP1160,Ochrophyta,18666292.0,13569746.0
MMETSP1161,Chlorophyta,1524597.0,6745996.0
MMETSP1162,Haptophyta,16527577.0,12055802.0
MMETSP1163,Ochrophyta,23204538.0,15256619.0
MMETSP1164,Ochrophyta,18000646.0,14826896.0
MMETSP1165,Ochrophyta,842700.0,10943563.0
MMETSP1166,Ochrophyta,20077820.0,14288666.0
MMETSP1167,Ochrophyta,23580241.0,13070871.0
MMETSP1169,Chlorophyta,23146488.0,14946656.0
MMETSP1170,Ochrophyta,5281703.0,4572679.0
MMETSP1171,Bacillariophyta,13395016.0,8631664.0
MMETSP1172,Rhodophyta,12206432.0,7052525.0
MMETSP1173,Ochrophyta,20725457.0,15984070.0
MMETSP1174,Ochrophyta,29267545.0,18353089.0
MMETSP1175,Bacillariophyta,26401289.0,12253741.0
MMETSP1176,Bacillariophyta,18855063.0,11476608.0
MMETSP1177,Ochrophyta,747142.0,11496415.0
MMETSP1178,Haptophyta,10308802.0,10712947.0
MMETSP1180,Chlorophyta,14912929.0,6713975.0
MMETSP1309,Unknown,9733149.0,6794193.0
MMETSP1311,Unknown,7514602.0,5492877.0
MMETSP1316,Chlorophyta,3000794.0,9050349.0
MMETSP1320,Ochrophyta,19451975.0,14487094.0
MMETSP1321,Ochrophyta,16020538.0,13888465.0
MMETSP1322,Bacillariophyta,21110437.0,13832768.0
MMETSP1323,Ochrophyta,13466579.0,8459343.0
MMETSP1324,Ochrophyta,23395056.0,17592345.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1325,Ochrophyta,12708836.0,9117606.0
MMETSP1326,Chlorophyta,21583484.0,13457016.0
MMETSP1327,Chlorophyta,16076210.0,12045831.0
MMETSP1328,Ochrophyta,18622092.0,13490603.0
MMETSP1329,Ochrophyta,760741.0,11955007.0
MMETSP1330,Chlorophyta,11728930.0,9181043.0
MMETSP1333,Haptophyta,45764975.0,22949595.0
MMETSP1334,Haptophyta,35236714.0,21121209.0
MMETSP1335,Haptophyta,14231781.0,9483963.0
MMETSP1336,Bacillariophyta,18911369.0,13774138.0
MMETSP1338,Dinophyta,73068762.0,44041452.0
MMETSP1339,Ochrophyta,12918855.0,7067037.0
MMETSP1344,Ochrophyta,54070005.0,30951561.0
MMETSP1345,Ciliophora,2122323.0,9200161.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1346,Labyrinthista,18236057.0,8512818.0
MMETSP1347,Labyrinthista,3210412.0,5267993.0
MMETSP1348,Labyrinthista,17612044.0,8170381.0
MMETSP1349,Labyrinthista,14838085.0,5471172.0
MMETSP1352,Bacillariophyta,16320416.0,11662488.0
MMETSP1353,Rhodophyta,3670326.0,7805163.0
MMETSP1354,Rhodophyta,3283653.0,5567223.0
MMETSP1355,Cryptophyta,24525922.0,15969140.0
MMETSP1356,Cryptophyta,24573435.0,14282439.0
MMETSP1357,Cryptophyta,23363086.0,17314257.0
MMETSP1358,Chlorarachniophyta,20851707.0,19936200.0
MMETSP1359,Chlorarachniophyta,20242155.0,11031676.0
MMETSP1360,Bacillariophyta,21417435.0,12584782.0
MMETSP1361,Bacillariophyta,27793618.0,16815947.0
MMETSP1362,Bacillariophyta,25026992.0,15640128.0
MMETSP1363,Haptophyta,29019158.0,24186499.0
MMETSP1364,Haptophyta,29480937.0,23738966.0
MMETSP1365,Haptophyta,33226930.0,25583039.0
MMETSP1366,Haptophyta,31973339.0,26687306.0
MMETSP1367,Dinophyta,47744549.0,41779017.0
MMETSP1369,Dinophyta,53659580.0,33149899.0
MMETSP1370,Dinophyta,32291037.0,22801548.0
MMETSP1371,Dinophyta,39051006.0,24321887.0
MMETSP1374,Dinophyta,47977563.0,29625865.0
MMETSP1377,Dinophyta,51984547.0,23940585.0
MMETSP1380,Ciliophora,18269100.0,8438466.0
MMETSP1381,Haptophyta,12362610.0,8580053.0
MMETSP1384,Foraminifera,38581643.0,24420824.0
MMETSP1385,Foraminifera,1634293.0,20367908.0
MMETSP1386,Chlorophyta,3394779.0,16608553.0
MMETSP1387,Chlorophyta,16188724.0,14564934.0
MMETSP1388,Haptophyta,33899360.0,27334279.0
MMETSP1389,Unknown,18586005.0,9795095.0
MMETSP1390,Chlorophyta,295262.0,12784449.0
MMETSP1391,Chlorophyta,29739857.0,14176879.0
MMETSP1392,Chlorophyta,1359545.0,17742968.0
MMETSP1393,Chlorophyta,11243326.0,7145631.0
MMETSP1394,Bacillariophyta,841200.0,15174781.0
MMETSP1395,Ciliophora,18089041.0,5830379.0
MMETSP1396,Ciliophora,25961277.0,5746029.0
MMETSP1397,Ciliophora,28380106.0,16234507.0
MMETSP1399,Chlorophyta,13399352.0,10769575.0
MMETSP1400,Chlorophyta,15305313.0,13207850.0
MMETSP1401,Chlorophyta,13751979.0,12284414.0
MMETSP1402,Chlorophyta,10861944.0,9004032.0
MMETSP1403,Chlorophyta,14970841.0,12339926.0
MMETSP1404,Chlorophyta,15204706.0,11747150.0
MMETSP1405,Bacillariophyta,28574218.0,19362538.0
MMETSP1406,Bacillariophyta,27632487.0,17569943.0
MMETSP1407,Bacillariophyta,29895017.0,19648925.0
MMETSP1408,Bacillariophyta,29241428.0,21414519.0
MMETSP1409,Bacillariophyta,870211.0,20266672.0
MMETSP1410,Bacillariophyta,30474221.0,21011734.0
MMETSP1411,Bacillariophyta,29407629.0,17408155.0
MMETSP1412,Bacillariophyta,7256.0,21154160.0
MMETSP1413,Bacillariophyta,24668242.0,19032652.0
MMETSP1414,Bacillariophyta,25988837.0,20982583.0
MMETSP1415,Bacillariophyta,27073159.0,18785339.0
MMETSP1416,Bacillariophyta,28764427.0,20717268.0
MMETSP1417,Bacillariophyta,27344258.0,21147334.0
MMETSP1418,Bacillariophyta,765384.0,22866520.0
MMETSP1419,Bacillariophyta,30029715.0,25074070.0
MMETSP1420,Bacillariophyta,27084348.0,21898705.0
MMETSP1421,Bacillariophyta,27859584.0,20124058.0
MMETSP1422,Bacillariophyta,27990469.0,20928978.0
MMETSP1423,Bacillariophyta,2243661.0,16555410.0
MMETSP1424,Dinophyta,27409539.0,17714194.0
MMETSP1425,Dinophyta,31543095.0,21896571.0
MMETSP1426,Dinophyta,32107790.0,33292336.0
MMETSP1428,Bacillariophyta,22212286.0,15889768.0
MMETSP1429,Bacillariophyta,10488773.0,7628309.0
MMETSP1432,Bacillariophyta,4051183.0,10965497.0
MMETSP1433,Unknown,25734141.0,12545334.0
MMETSP1434,Bacillariophyta,9805109.0,5686209.0
MMETSP1435,Bacillariophyta,3055259.0,1916446.0
MMETSP1436,Dinophyta,43830364.0,18319315.0
MMETSP1437,Bacillariophyta,12799404.0,7844400.0
MMETSP1438,Chlorophyta,21184361.0,10735028.0
MMETSP1439,Pyrrophycophyta,34867997.0,20261964.0
MMETSP1440,Alveolata,30207199.0,16766831.0
MMETSP1441,Alveolata,41399638.0,26293822.0
MMETSP1442,Ochrophyta,17346145.0,7943239.0
MMETSP1443,Bacillariophyta,10414808.0,6069397.0
MMETSP1444,Haptophyta,21823354.0,12125693.0
MMETSP1445,Chlorophyta,25653869.0,13928281.0
MMETSP1446,Unknown,10251423.0,6224658.0
MMETSP1447,Bacillariophyta,20439968.0,12141793.0
MMETSP1449,Bacillariophyta,24406803.0,13594023.0
MMETSP1450,Rhodophyta,31792304.0,23006283.0
MMETSP1451,Alveolata,34834044.0,14887803.0
MMETSP1452,Unknown,11953553.0,10750877.0
MMETSP1453,Unknown,10047567.0,7068816.0
MMETSP1456,Unknown,9395587.0,8913412.0
MMETSP1459,Chlorophyta,11929438.0,9183509.0
MMETSP1460,Chlorophyta,3301408.0,6708018.0
MMETSP1462,Alveolata,55740890.0,43708565.0
MMETSP1463,Haptophyta,11438248.0,9437529.0
MMETSP1464,Haptophyta,19734222.0,12767016.0
MMETSP1465,Haptophyta,1324700.0,6756660.0
MMETSP1466,Haptophyta,19577511.0,14379847.0
MMETSP1467,Unknown,21307185.0,16812352.0
MMETSP1468,Chlorophyta,21632752.0,12232823.0
MMETSP1469,Unknown,12320498.0,9819739.0
MMETSP1470,Unknown,23676432.0,15525119.0
MMETSP1471,Chlorophyta,9410539.0,6804892.0
MMETSP1472,Chlorophyta,2414195.0,5119738.0
MMETSP1473,Chlorophyta,2630754.0,11814563.0
MMETSP1474,Haptophyta,26766725.0,11674433.0
MMETSP1475,Unknown,3846088.0,10283057.0
