,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc
MMETSP0359,208,10,16,234,0.8888888888888888
MMETSP0317,83,17,134,234,0.3547008547008547
MMETSP1330,158,23,53,234,0.6752136752136753
MMETSP0043,145,35,54,234,0.6196581196581197
MMETSP1064,198,20,16,234,0.8461538461538461
MMETSP1425,154,23,57,234,0.6581196581196581
MMETSP0962,91,17,126,234,0.3888888888888889
MMETSP1394,193,16,25,234,0.8247863247863247
MMETSP0210,162,29,43,234,0.6923076923076923
MMETSP1163,154,34,46,234,0.6581196581196581
MMETSP0133,0,0,234,234,0.0
MMETSP0235,106,13,115,234,0.452991452991453
MMETSP0452,0,0,234,234,0.0
MMETSP0161,169,26,39,234,0.7222222222222222
MMETSP0945,176,22,36,234,0.7521367521367521
MMETSP0959,192,15,27,234,0.8205128205128205
MMETSP0947,175,21,38,234,0.7478632478632479
MMETSP0199,191,19,24,234,0.8162393162393162
MMETSP0439,202,11,21,234,0.8632478632478633
MMETSP1400,185,22,27,234,0.7905982905982906
MMETSP1315,156,36,42,234,0.6666666666666666
MMETSP1041,139,36,59,234,0.594017094017094
MMETSP0794,156,20,58,234,0.6666666666666666
MMETSP0904,176,27,31,234,0.7521367521367521
MMETSP0661,153,21,60,234,0.6538461538461539
MMETSP0563,189,24,21,234,0.8076923076923077
MMETSP1151,174,30,30,234,0.7435897435897436
MMETSP0268,175,26,33,234,0.7478632478632479
MMETSP0029,178,16,40,234,0.7606837606837606
MMETSP1105,190,21,23,234,0.811965811965812
MMETSP1356,137,30,67,234,0.5854700854700855
MMETSP0371,168,25,41,234,0.717948717948718
MMETSP1348,138,37,59,234,0.5897435897435898
MMETSP0186,6,7,221,234,0.02564102564102564
MMETSP1002,79,50,105,234,0.33760683760683763
MMETSP0198,196,17,21,234,0.8376068376068376
MMETSP0803,161,37,36,234,0.688034188034188
MMETSP0693,49,23,162,234,0.2094017094017094
MMETSP1443,130,19,85,234,0.5555555555555556
MMETSP0648,175,16,43,234,0.7478632478632479
MMETSP0965,171,23,40,234,0.7307692307692307
MMETSP0143,156,31,47,234,0.6666666666666666
MMETSP1164,151,29,54,234,0.6452991452991453
MMETSP1393,133,30,71,234,0.5683760683760684
MMETSP0209,135,17,82,234,0.5769230769230769
MMETSP1063,205,14,15,234,0.8760683760683761
MMETSP0044,1,2,231,234,0.004273504273504274
MMETSP1329,146,32,56,234,0.6239316239316239
MMETSP1132,141,28,65,234,0.6025641025641025
MMETSP0405,128,26,80,234,0.5470085470085471
MMETSP1422,201,23,10,234,0.8589743589743589
MMETSP0907,199,15,20,234,0.8504273504273504
MMETSP0751,217,7,10,234,0.9273504273504274
MMETSP0100,155,25,54,234,0.6623931623931624
MMETSP1084,198,16,20,234,0.8461538461538461
MMETSP1139,100,20,114,234,0.42735042735042733
MMETSP1127,197,24,13,234,0.8418803418803419
MMETSP1010,137,24,73,234,0.5854700854700855
MMETSP0938,200,16,18,234,0.8547008547008547
MMETSP0885,163,25,46,234,0.6965811965811965
MMETSP0982,198,24,12,234,0.8461538461538461
MMETSP0019,184,27,23,234,0.7863247863247863
MMETSP0007,95,25,114,234,0.405982905982906
MMETSP1374,147,20,67,234,0.6282051282051282
MMETSP0096,177,24,33,234,0.7564102564102564
MMETSP0739,177,22,35,234,0.7564102564102564
MMETSP1366,170,35,29,234,0.7264957264957265
MMETSP0015,187,29,18,234,0.7991452991452992
MMETSP1032,181,27,26,234,0.7735042735042735
MMETSP0990,141,34,59,234,0.6025641025641025
MMETSP1473,184,15,35,234,0.7863247863247863
MMETSP0889,129,32,73,234,0.5512820512820513
MMETSP0897,70,34,130,234,0.29914529914529914
MMETSP0258,191,11,32,234,0.8162393162393162
MMETSP1096,139,33,62,234,0.594017094017094
MMETSP0112,103,18,113,234,0.44017094017094016
MMETSP0409,79,38,117,234,0.33760683760683763
MMETSP0417,193,21,20,234,0.8247863247863247
MMETSP1325,69,26,139,234,0.2948717948717949
MMETSP0056,165,33,36,234,0.7051282051282052
MMETSP1071,203,19,12,234,0.8675213675213675
MMETSP0205,89,27,118,234,0.3803418803418803
MMETSP1381,106,14,114,234,0.452991452991453
MMETSP1176,160,20,54,234,0.6837606837606838
MMETSP0151,168,25,41,234,0.717948717948718
MMETSP0977,192,21,21,234,0.8205128205128205
MMETSP0468,166,22,46,234,0.7094017094017094
MMETSP1451,186,21,27,234,0.7948717948717948
MMETSP0811,135,20,79,234,0.5769230769230769
MMETSP1127,197,24,13,234,0.8418803418803419
MMETSP0029,178,16,40,234,0.7606837606837606
MMETSP1010,137,24,73,234,0.5854700854700855
MMETSP1344,144,26,64,234,0.6153846153846154
MMETSP0093,168,31,35,234,0.717948717948718
MMETSP1117,156,13,65,234,0.6666666666666666
MMETSP0883,147,33,54,234,0.6282051282051282
MMETSP0798,120,30,84,234,0.5128205128205128
MMETSP0916,160,32,42,234,0.6837606837606838
MMETSP0908,195,17,22,234,0.8333333333333334
MMETSP0786,206,19,9,234,0.8803418803418803
MMETSP0580,214,6,14,234,0.9145299145299145
MMETSP0320,172,22,40,234,0.7350427350427351
MMETSP1319,166,27,41,234,0.7094017094017094
MMETSP1412,187,27,20,234,0.7991452991452992
MMETSP0852,137,30,67,234,0.5854700854700855
MMETSP0011,208,12,14,234,0.8888888888888888
MMETSP0491,159,27,48,234,0.6794871794871795
MMETSP0112,103,18,113,234,0.44017094017094016
MMETSP0955,152,23,59,234,0.6495726495726496
MMETSP1097,26,25,183,234,0.1111111111111111
MMETSP1154,175,35,24,234,0.7478632478632479
MMETSP0173,175,22,37,234,0.7478632478632479
MMETSP0384,196,18,20,234,0.8376068376068376
MMETSP0227,183,15,36,234,0.782051282051282
MMETSP0156,214,12,8,234,0.9145299145299145
MMETSP1171,91,13,130,234,0.3888888888888889
MMETSP0202,155,14,65,234,0.6623931623931624
MMETSP1386,192,19,23,234,0.8205128205128205
MMETSP0970,170,33,31,234,0.7264957264957265
MMETSP1152,178,31,25,234,0.7606837606837606
MMETSP0410,92,43,99,234,0.39316239316239315
MMETSP1429,107,43,84,234,0.45726495726495725
MMETSP1437,163,23,48,234,0.6965811965811965
MMETSP0908,195,17,22,234,0.8333333333333334
MMETSP0744,180,24,30,234,0.7692307692307693
MMETSP0361,205,13,16,234,0.8760683760683761
MMETSP1068,173,31,30,234,0.7393162393162394
MMETSP1322,147,18,69,234,0.6282051282051282
MMETSP1070,212,10,12,234,0.905982905982906
MMETSP0890,161,24,49,234,0.688034188034188
MMETSP0933,199,10,25,234,0.8504273504273504
MMETSP0740,46,35,153,234,0.19658119658119658
MMETSP1091,110,27,97,234,0.4700854700854701
MMETSP0115,144,42,48,234,0.6153846153846154
MMETSP1132,141,28,65,234,0.6025641025641025
MMETSP0135,0,0,234,234,0.0
MMETSP1035,190,23,21,234,0.811965811965812
MMETSP1361,200,18,16,234,0.8547008547008547
MMETSP1474,194,22,18,234,0.8290598290598291
MMETSP0989,188,24,22,234,0.8034188034188035
MMETSP0707,195,18,21,234,0.8333333333333334
MMETSP0719,0,0,234,234,0.0
MMETSP0997,126,31,77,234,0.5384615384615384
MMETSP0661,153,21,60,234,0.6538461538461539
MMETSP1110,175,17,42,234,0.7478632478632479
MMETSP0174,192,20,22,234,0.8205128205128205
MMETSP1153,183,28,23,234,0.782051282051282
MMETSP0323,74,24,136,234,0.3162393162393162
MMETSP0327,208,19,7,234,0.8888888888888888
MMETSP1054,184,22,28,234,0.7863247863247863
MMETSP0766,155,24,55,234,0.6623931623931624
MMETSP1415,191,30,13,234,0.8162393162393162
MMETSP1110,175,17,42,234,0.7478632478632479
MMETSP0911,71,38,125,234,0.3034188034188034
MMETSP0725,179,22,33,234,0.7649572649572649
MMETSP0816,128,39,67,234,0.5470085470085471
MMETSP0698,222,8,4,234,0.9487179487179487
MMETSP0790,169,28,37,234,0.7222222222222222
MMETSP1032,181,27,26,234,0.7735042735042735
MMETSP0471,168,18,48,234,0.717948717948718
MMETSP1456,182,29,23,234,0.7777777777777778
MMETSP1017,167,18,49,234,0.7136752136752137
MMETSP0030,171,27,36,234,0.7307692307692307
MMETSP1009,103,24,107,234,0.44017094017094016
MMETSP1402,165,22,47,234,0.7051282051282052
MMETSP1309,177,32,25,234,0.7564102564102564
MMETSP1317,45,27,162,234,0.19230769230769232
MMETSP1043,121,30,83,234,0.5170940170940171
MMETSP0229,1,2,231,234,0.004273504273504274
MMETSP1144,188,30,16,234,0.8034188034188035
MMETSP0738,64,32,138,234,0.27350427350427353
MMETSP0945,176,22,36,234,0.7521367521367521
MMETSP1354,98,25,111,234,0.4188034188034188
MMETSP0027,176,22,36,234,0.7521367521367521
MMETSP0039,143,11,80,234,0.6111111111111112
MMETSP0052,164,34,36,234,0.7008547008547008
MMETSP1441,154,25,55,234,0.6581196581196581
MMETSP0906,199,18,17,234,0.8504273504273504
MMETSP0796,183,20,31,234,0.782051282051282
MMETSP0918,160,20,54,234,0.6837606837606838
MMETSP0151,168,25,41,234,0.717948717948718
MMETSP0719,0,0,234,234,0.0
MMETSP1107,158,34,42,234,0.6752136752136753
MMETSP0120,199,15,20,234,0.8504273504273504
MMETSP0882,154,28,52,234,0.6581196581196581
MMETSP0046,176,20,38,234,0.7521367521367521
MMETSP1061,206,13,15,234,0.8803418803418803
MMETSP0058,183,14,37,234,0.782051282051282
MMETSP0312,185,22,27,234,0.7905982905982906
MMETSP1335,117,31,86,234,0.5
MMETSP1420,203,21,10,234,0.8675213675213675
MMETSP0753,215,10,9,234,0.9188034188034188
MMETSP0031,170,19,45,234,0.7264957264957265
MMETSP1166,176,17,41,234,0.7521367521367521
MMETSP1178,124,23,87,234,0.5299145299145299
MMETSP0141,189,22,23,234,0.8076923076923077
MMETSP1391,170,27,37,234,0.7264957264957265
MMETSP1126,183,15,36,234,0.782051282051282
MMETSP1463,113,48,73,234,0.4829059829059829
MMETSP1096,139,33,62,234,0.594017094017094
MMETSP0113,146,39,49,234,0.6239316239316239
MMETSP0323,74,24,136,234,0.3162393162393162
MMETSP0005,184,17,33,234,0.7863247863247863
MMETSP1125,160,27,47,234,0.6837606837606838
MMETSP1098,206,13,15,234,0.8803418803418803
MMETSP0102,109,22,103,234,0.4658119658119658
MMETSP1086,129,15,90,234,0.5512820512820513
MMETSP0010,153,35,46,234,0.6538461538461539
MMETSP0899,182,31,21,234,0.7777777777777778
MMETSP0924,1,17,216,234,0.004273504273504274
MMETSP0887,162,28,44,234,0.6923076923076923
MMETSP0578,138,22,74,234,0.5897435897435898
MMETSP0901,188,25,21,234,0.8034188034188035
MMETSP0127,191,10,33,234,0.8162393162393162
MMETSP1100,175,25,34,234,0.7478632478632479
MMETSP0139,207,14,13,234,0.8846153846153846
MMETSP0360,174,28,32,234,0.7435897435897436
MMETSP1007,101,26,107,234,0.43162393162393164
MMETSP1019,37,20,177,234,0.1581196581196581
MMETSP0020,129,34,71,234,0.5512820512820513
MMETSP1353,117,29,88,234,0.5
MMETSP0898,190,26,18,234,0.811965811965812
MMETSP1374,147,20,67,234,0.6282051282051282
MMETSP1446,186,19,29,234,0.7948717948717948
MMETSP0806,187,28,19,234,0.7991452991452992
MMETSP0735,208,13,13,234,0.8888888888888888
MMETSP0818,187,27,20,234,0.7991452991452992
MMETSP0696,224,6,4,234,0.9572649572649573
MMETSP0164,161,32,41,234,0.688034188034188
MMETSP1143,187,31,16,234,0.7991452991452992
MMETSP0942,131,16,87,234,0.5598290598290598
MMETSP1405,179,33,22,234,0.7649572649572649
MMETSP1071,203,19,12,234,0.8675213675213675
MMETSP0063,151,32,51,234,0.6452991452991453
MMETSP1310,199,21,14,234,0.8504273504273504
MMETSP0294,160,39,35,234,0.6837606837606838
MMETSP0329,186,25,23,234,0.7948717948717948
MMETSP0251,1,2,231,234,0.004273504273504274
MMETSP0105,174,27,33,234,0.7435897435897436
MMETSP1081,152,28,54,234,0.6495726495726496
MMETSP1122,179,20,35,234,0.7649572649572649
MMETSP0880,209,19,6,234,0.8931623931623932
MMETSP0923,0,0,234,234,0.0
MMETSP0717,130,51,53,234,0.5555555555555556
MMETSP0987,189,27,18,234,0.8076923076923077
MMETSP1464,158,31,45,234,0.6752136752136753
MMETSP1371,149,33,52,234,0.6367521367521367
MMETSP0960,202,11,21,234,0.8632478632478633
MMETSP1033,185,27,22,234,0.7905982905982906
MMETSP1396,174,18,42,234,0.7435897435897436
MMETSP1388,168,39,27,234,0.717948717948718
MMETSP0146,122,37,75,234,0.5213675213675214
MMETSP1161,162,26,46,234,0.6923076923076923
MMETSP0158,218,9,7,234,0.9316239316239316
MMETSP0315,156,30,48,234,0.6666666666666666
MMETSP0905,200,17,17,234,0.8547008547008547
MMETSP0027,176,22,36,234,0.7521367521367521
MMETSP1066,171,24,39,234,0.7307692307692307
MMETSP0041,187,26,21,234,0.7991452991452992
MMETSP0754,215,9,10,234,0.9188034188034188
MMETSP0879,199,24,11,234,0.8504273504273504
MMETSP1439,143,14,77,234,0.6111111111111112
