,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc
MMETSP1043,123,32,79,234,0.5256410256410257
MMETSP1091,91,46,97,234,0.3888888888888889
MMETSP0154,172,30,32,234,0.7350427350427351
MMETSP0884,140,41,53,234,0.5982905982905983
MMETSP1465,95,38,101,234,0.405982905982906
MMETSP1384,116,44,74,234,0.49572649572649574
MMETSP1356,146,34,54,234,0.6239316239316239
MMETSP0058,170,24,40,234,0.7264957264957265
MMETSP0988,178,28,28,234,0.7606837606837606
MMETSP1001,157,26,51,234,0.6709401709401709
MMETSP0116,166,35,33,234,0.7094017094017094
MMETSP0814,144,37,53,234,0.6153846153846154
MMETSP1171,86,22,126,234,0.36752136752136755
MMETSP0964,163,35,36,234,0.6965811965811965
MMETSP0492,101,37,96,234,0.43162393162393164
MMETSP1419,179,34,21,234,0.7649572649572649
MMETSP1391,167,33,34,234,0.7136752136752137
MMETSP0286,86,28,120,234,0.36752136752136755
MMETSP1068,159,46,29,234,0.6794871794871795
MMETSP1126,1,1,232,234,0.004273504273504274
MMETSP0031,168,25,41,234,0.717948717948718
MMETSP0933,182,21,31,234,0.7777777777777778
MMETSP0417,182,26,26,234,0.7777777777777778
MMETSP1084,191,20,23,234,0.8162393162393162
MMETSP0141,184,27,23,234,0.7863247863247863
MMETSP0891,198,12,24,234,0.8461538461538461
MMETSP1470,168,28,38,234,0.717948717948718
MMETSP0324,189,17,28,234,0.8076923076923077
MMETSP0191,130,41,63,234,0.5555555555555556
MMETSP1054,187,22,25,234,0.7991452991452992
MMETSP1086,130,28,76,234,0.5555555555555556
MMETSP0268,107,45,82,234,0.45726495726495725
MMETSP0143,152,40,42,234,0.6495726495726496
MMETSP1472,86,32,116,234,0.36752136752136755
MMETSP0893,128,46,60,234,0.5470085470085471
MMETSP0326,85,23,126,234,0.36324786324786323
MMETSP1393,138,32,64,234,0.5897435897435898
MMETSP1124,133,32,69,234,0.5683760683760684
MMETSP0318,95,33,106,234,0.405982905982906
MMETSP0033,181,31,22,234,0.7735042735042735
MMETSP0415,83,58,93,234,0.3547008547008547
MMETSP1173,169,23,42,234,0.7222222222222222
MMETSP0201,182,19,33,234,0.7777777777777778
MMETSP1316,130,34,70,234,0.5555555555555556
MMETSP0371,171,29,34,234,0.7307692307692307
MMETSP0088,45,21,168,234,0.19230769230769232
MMETSP0785,177,27,30,234,0.7564102564102564
MMETSP0958,184,20,30,234,0.7863247863247863
MMETSP1328,153,25,56,234,0.6538461538461539
MMETSP0114,132,29,73,234,0.5641025641025641
MMETSP0816,111,55,68,234,0.47435897435897434
MMETSP1425,161,25,48,234,0.688034188034188
MMETSP1131,50,21,163,234,0.21367521367521367
MMETSP0924,32,57,145,234,0.13675213675213677
MMETSP1386,193,21,20,234,0.8247863247863247
MMETSP0168,196,26,12,234,0.8376068376068376
MMETSP1354,84,40,110,234,0.358974358974359
MMETSP1459,121,38,75,234,0.5170940170940171
MMETSP0018,107,32,95,234,0.45726495726495725
MMETSP1041,145,34,55,234,0.6196581196581197
MMETSP0156,201,20,13,234,0.8589743589743589
MMETSP1467,155,30,49,234,0.6623931623931624
MMETSP0886,148,28,58,234,0.6324786324786325
MMETSP0689,198,13,23,234,0.8461538461538461
MMETSP1016,168,31,35,234,0.717948717948718
MMETSP0101,165,37,32,234,0.7051282051282052
MMETSP0527,161,29,44,234,0.688034188034188
MMETSP0803,149,53,32,234,0.6367521367521367
MMETSP0790,162,42,30,234,0.6923076923076923
MMETSP0469,200,13,21,234,0.8547008547008547
MMETSP1166,164,23,47,234,0.7008547008547008
MMETSP0973,161,36,37,234,0.688034188034188
MMETSP1167,152,29,53,234,0.6495726495726496
MMETSP0972,167,39,28,234,0.7136752136752137
MMETSP0484,176,25,33,234,0.7521367521367521
MMETSP1159,148,31,55,234,0.6324786324786325
MMETSP0468,169,22,43,234,0.7222222222222222
MMETSP1017,153,38,43,234,0.6538461538461539
MMETSP0100,158,26,50,234,0.6752136752136753
MMETSP0802,194,25,15,234,0.8290598290598291
MMETSP1040,117,32,85,234,0.5
MMETSP0887,172,21,41,234,0.7350427350427351
MMETSP1466,122,26,86,234,0.5213675213675214
MMETSP0019,166,35,33,234,0.7094017094017094
MMETSP1387,195,17,22,234,0.8333333333333334
MMETSP0169,17,18,199,234,0.07264957264957266
MMETSP0290,165,36,33,234,0.7051282051282052
MMETSP1355,107,32,95,234,0.45726495726495725
MMETSP1130,3,1,230,234,0.01282051282051282
MMETSP0027,176,23,35,234,0.7521367521367521
MMETSP0925,32,34,168,234,0.13675213675213677
MMETSP1002,70,50,114,234,0.29914529914529914
MMETSP1329,142,36,56,234,0.6068376068376068
MMETSP0115,96,42,96,234,0.41025641025641024
MMETSP0817,161,41,32,234,0.688034188034188
MMETSP1424,154,25,55,234,0.6581196581196581
MMETSP0370,173,29,32,234,0.7393162393162394
MMETSP0784,197,20,17,234,0.8418803418803419
MMETSP0959,189,19,26,234,0.8076923076923077
MMETSP0200,191,26,17,234,0.8162393162393162
MMETSP1317,53,36,145,234,0.2264957264957265
MMETSP1172,143,35,56,234,0.6111111111111112
MMETSP0491,144,42,48,234,0.6153846153846154
MMETSP1125,166,27,41,234,0.7094017094017094
MMETSP0319,184,31,19,234,0.7863247863247863
MMETSP0930,124,28,82,234,0.5299145299145299
MMETSP0414,88,53,93,234,0.37606837606837606
MMETSP1392,182,31,21,234,0.7777777777777778
MMETSP0327,181,34,19,234,0.7735042735042735
MMETSP0190,87,29,118,234,0.3717948717948718
MMETSP1055,167,30,37,234,0.7136752136752137
MMETSP0142,201,20,13,234,0.8589743589743589
MMETSP0269,168,32,34,234,0.717948717948718
MMETSP0892,142,27,65,234,0.6068376068376068
MMETSP1473,180,24,30,234,0.7692307692307693
