,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc
MMETSP0949,224,48,157,429,0.522144522145
MMETSP1154,247,70,112,429,0.575757575758
MMETSP0932,273,20,136,429,0.636363636364
MMETSP0797,227,67,135,429,0.529137529138
MMETSP1156,241,73,115,429,0.561771561772
MMETSP0936,234,26,169,429,0.545454545455
MMETSP1357,184,86,159,429,0.428904428904
MMETSP0739,203,58,168,429,0.473193473193
MMETSP1339,139,66,224,429,0.324009324009
MMETSP0058,237,63,129,429,0.552447552448
MMETSP0648,223,40,166,429,0.519813519814
MMETSP1344,175,58,196,429,0.407925407925
MMETSP0503,210,64,155,429,0.48951048951
MMETSP0527,223,34,172,429,0.519813519814
MMETSP0745,170,78,181,429,0.39627039627
MMETSP0168,292,49,88,429,0.680652680653
MMETSP1150,250,71,108,429,0.582750582751
MMETSP0747,160,77,192,429,0.37296037296
MMETSP0759,242,14,173,429,0.564102564103
MMETSP0727,227,27,175,429,0.529137529138
MMETSP0574,257,29,143,429,0.599067599068
MMETSP0649,248,27,154,429,0.578088578089
MMETSP0800,161,74,194,429,0.375291375291
MMETSP1157,246,78,105,429,0.573426573427
MMETSP1166,216,53,160,429,0.503496503497
MMETSP0780,217,53,159,429,0.505827505828
MMETSP1136,207,58,164,429,0.482517482517
MMETSP1138,219,44,166,429,0.51048951049
MMETSP1169,217,78,134,429,0.505827505828
MMETSP1316,191,44,194,429,0.445221445221
MMETSP0819,265,60,104,429,0.617715617716
MMETSP1140,160,55,214,429,0.37296037296
MMETSP1090,178,93,158,429,0.414918414918
MMETSP1404,237,49,143,429,0.552447552448
MMETSP1429,120,101,208,429,0.27972027972
MMETSP1160,250,34,145,429,0.582750582751
MMETSP0751,276,33,120,429,0.643356643357
MMETSP0753,259,36,134,429,0.60372960373
MMETSP1163,189,67,173,429,0.440559440559
