,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc
MMETSP0911,34,1,180,215,0.15813953488372093
MMETSP0896,51,6,158,215,0.2372093023255814
MMETSP1392,135,3,77,215,0.627906976744186
MMETSP0411,64,3,148,215,0.29767441860465116
MMETSP1391,113,4,98,215,0.5255813953488372
MMETSP0186,8,0,207,215,0.037209302325581395
MMETSP0595,106,2,107,215,0.4930232558139535
MMETSP0527,103,2,110,215,0.4790697674418605
MMETSP0268,69,2,144,215,0.3209302325581395
MMETSP0251,5,0,210,215,0.023255813953488372
MMETSP0134,16,1,198,215,0.07441860465116279
MMETSP0895,59,7,149,215,0.2744186046511628
MMETSP1323,61,2,152,215,0.2837209302325581
MMETSP0912,43,0,172,215,0.2
MMETSP0899,86,2,127,215,0.4
MMETSP1460,77,3,135,215,0.3581395348837209
MMETSP1070,129,1,85,215,0.6
MMETSP1463,75,2,138,215,0.3488372093023256
MMETSP0528,102,4,109,215,0.4744186046511628
MMETSP0267,107,4,104,215,0.49767441860465117
MMETSP1143,119,2,94,215,0.5534883720930233
MMETSP0008,87,3,125,215,0.4046511627906977
MMETSP0747,66,3,146,215,0.30697674418604654
MMETSP1465,51,0,164,215,0.2372093023255814
MMETSP1075,101,2,112,215,0.4697674418604651
MMETSP0918,65,2,148,215,0.3023255813953488
MMETSP1329,75,3,137,215,0.3488372093023256
MMETSP1466,77,0,138,215,0.3581395348837209
MMETSP0744,94,5,116,215,0.4372093023255814
MMETSP0418,67,2,146,215,0.3116279069767442
MMETSP1140,89,3,123,215,0.413953488372093
MMETSP1472,30,2,183,215,0.13953488372093023
MMETSP1061,103,3,109,215,0.4790697674418605
MMETSP1154,91,3,121,215,0.4232558139534884
MMETSP0198,89,4,122,215,0.413953488372093
MMETSP1157,89,4,122,215,0.413953488372093
MMETSP0753,104,1,110,215,0.48372093023255813
MMETSP1471,39,2,174,215,0.1813953488372093
MMETSP1062,115,2,98,215,0.5348837209302325
MMETSP0888,99,2,114,215,0.4604651162790698
MMETSP1338,118,3,94,215,0.5488372093023256
MMETSP0909,64,2,149,215,0.29767441860465116
MMETSP1064,107,3,105,215,0.49767441860465117
MMETSP1151,82,3,130,215,0.3813953488372093
MMETSP0409,52,2,161,215,0.24186046511627907
MMETSP1389,45,1,169,215,0.20930232558139536
MMETSP0019,100,1,114,215,0.46511627906976744
MMETSP1152,86,5,124,215,0.4
MMETSP0270,116,4,95,215,0.5395348837209303
MMETSP1474,148,1,66,215,0.6883720930232559
MMETSP1067,91,2,122,215,0.4232558139534884
MMETSP1385,44,0,171,215,0.20465116279069767
MMETSP0015,110,1,104,215,0.5116279069767442
MMETSP0881,90,5,120,215,0.4186046511627907
MMETSP0120,151,2,62,215,0.7023255813953488
MMETSP0906,107,1,107,215,0.49767441860465117
MMETSP0905,100,2,113,215,0.46511627906976744
MMETSP1334,98,5,112,215,0.4558139534883721
MMETSP1068,93,3,119,215,0.4325581395348837
MMETSP0882,77,1,137,215,0.3581395348837209
MMETSP0123,60,2,153,215,0.27906976744186046
MMETSP0191,86,2,127,215,0.4
MMETSP0405,64,0,151,215,0.29767441860465116
MMETSP1386,110,2,103,215,0.5116279069767442
MMETSP0759,68,0,147,215,0.31627906976744186
MMETSP0197,18,1,196,215,0.08372093023255814
MMETSP0403,102,1,112,215,0.4744186046511628
MMETSP0010,78,2,135,215,0.3627906976744186
MMETSP1380,41,1,173,215,0.19069767441860466
MMETSP0903,112,1,102,215,0.5209302325581395
MMETSP0884,77,5,133,215,0.3581395348837209
MMETSP0125,43,3,169,215,0.2
MMETSP0887,92,2,121,215,0.42790697674418604
MMETSP0126,106,4,105,215,0.4930232558139535
MMETSP0900,94,4,117,215,0.4372093023255814
MMETSP0013,126,2,87,215,0.586046511627907
MMETSP0737,98,1,116,215,0.4558139534883721
MMETSP0324,122,1,92,215,0.5674418604651162
MMETSP1006,64,2,149,215,0.29767441860465116
MMETSP0785,104,1,110,215,0.48372093023255813
MMETSP1415,86,4,125,215,0.4
MMETSP0211,52,0,163,215,0.24186046511627907
MMETSP1005,60,2,153,215,0.27906976744186046
MMETSP0786,130,1,84,215,0.6046511627906976
MMETSP1416,93,2,120,215,0.4325581395348837
MMETSP1359,63,1,151,215,0.2930232558139535
MMETSP0734,109,1,105,215,0.5069767441860465
MMETSP0327,108,2,105,215,0.5023255813953489
MMETSP0468,103,2,110,215,0.4790697674418605
MMETSP1130,24,2,189,215,0.11162790697674418
MMETSP0321,104,1,110,215,0.48372093023255813
MMETSP1136,87,5,123,215,0.4046511627906977
MMETSP1410,85,2,128,215,0.3953488372093023
MMETSP0780,112,2,101,215,0.5209302325581395
MMETSP1413,75,3,137,215,0.3488372093023256
MMETSP0604,103,3,109,215,0.4790697674418605
MMETSP0322,98,0,117,215,0.4558139534883721
MMETSP0961,120,2,93,215,0.5581395348837209
MMETSP0147,94,2,119,215,0.4372093023255814
MMETSP1139,66,1,148,215,0.30697674418604654
MMETSP1353,53,2,160,215,0.24651162790697675
MMETSP0962,44,1,170,215,0.20465116279069767
MMETSP0142,104,2,109,215,0.48372093023255813
MMETSP1009,56,1,158,215,0.26046511627906976
MMETSP0399,21,0,194,215,0.09767441860465116
MMETSP1355,54,3,158,215,0.25116279069767444
MMETSP0964,87,4,124,215,0.4046511627906977
MMETSP0738,21,1,193,215,0.09767441860465116
MMETSP0851,123,3,89,215,0.5720930232558139
MMETSP0852,70,3,142,215,0.32558139534883723
MMETSP0328,40,6,169,215,0.18604651162790697
MMETSP0467,116,6,93,215,0.5395348837209303
MMETSP0789,108,0,107,215,0.5023255813953489
MMETSP1419,94,4,117,215,0.4372093023255814
MMETSP1356,89,6,120,215,0.413953488372093
MMETSP0141,97,0,118,215,0.4511627906976744
