"","Run","SampleName.x","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash","Investigator","HighLevelClassification","Phylum","Class","Order","Family","Genus","Species","Strain","assembly","n_seqs","smallest","largest","n_bases","mean_len","n_under_200","n_over_1k","n_over_10k","n_with_orf","mean_orf_percent","n90","n70","n50","n30","n10","gc","gc_skew","at_skew","cpg_ratio","bases_n","proportion_n","linguistic_complexity","fragments","fragments_mapped","p_fragments_mapped","good_mappings","p_good_mapping","bad_mappings","potential_bridges","bases_uncovered","p_bases_uncovered","contigs_uncovbase","p_contigs_uncovbase","contigs_uncovered","p_contigs_uncovered","contigs_lowcovered","p_contigs_lowcovered","contigs_segmented","p_contigs_segmented","score","optimal_score","cutoff","CRBB_hits","n_contigs_with_CRBB","p_contigs_with_CRBB","rbh_per_reference","n_refs_with_CRBB","p_refs_with_CRBB","cov25","p_cov25","cov50","p_cov50","cov75","p_cov75","cov85","p_cov85","cov95","p_cov95","reference_coverage","SampleName.y","ID","Complete","Fragmented","Missing","Total","Complete_BUSCO_perc","Input.Reads","Surviving.Reads","Percent.Surviving","Unique_kmers"
"280","SRR1296888","MMETSP0318_2","7/22/15","7/26/15",31732185,3173218500,31732185,100,2006,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296888","SRX551295",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619004","SAMN02740463","simple",265554,"Amphora coffeiformis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","21D25AC7BFB5DC16F20F271259D80F1A","BCE17E9D313C6F71926545712A548709","PeterStief","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Amphora","coffeaeformis","CCMP127","/mnt/scratch/ljcohen/mmetsp/Amphora_coffeiformis/SRR1296888/trinity/trinity_out/Amphora_coffeiformis_SRR1296888.Trinity.fixed.fa",24627,201,8927,19766813,802.64803,0,6689,0,11872,83.30762,329,767,1235,1798,2932,0.49127,0.00604,0.00248,1.98833,0,0,0.15602,31676754,30936792,0.97664,29575667,0.93367,1361125,11279,119911,0.00607,4685,0.19024,106,0.0043,16233,0.65915,995,0.0404,0.52333,0.57338,0.51861,14346,14346,0.58253,0.86761,12112,0.73251,6271,0.37926,5787,0.34998,5190,0.31388,4859,0.29386,4391,0.26556,0.33386,"MMETSP0318","Amphora_coffeiformis_SRR1296888",123,53,253,429,0.286713287,31732185,31676754,99.83,19759012
"281","SRR1296889","MMETSP0324_2","7/22/15","7/26/15",31259964,3125996400,31259964,100,1879,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296889","SRX551296",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619005","SAMN02740465","simple",2866,"Crypthecodinium cohnii",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","273978CA04291C9AEE64CDFAF7986BE0","DA198D801C61EA7B31B73D42AC446F93","PhilippeDeschamps","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Gonyualacales","Crypthecodiniacea","Crypthecodinium","cohnii","Seligo","/mnt/scratch/ljcohen/mmetsp/Crypthecodinium_cohnii/SRR1296889/trinity/trinity_out/Crypthecodinium_cohnii_SRR1296889.Trinity.fixed.fa",99284,201,9642,65631952,661.05266,0,18924,0,36709,85.71314,282,533,995,1596,2546,0.55732,0.00715,0.00627,1.88041,0,0,0.1287,31218160,28175855,0.90255,24404080,0.78173,3771775,55320,308116,0.00469,22873,0.23038,179,0.0018,57982,0.584,4121,0.04151,0.44376,0.50432,0.45613,63923,63923,0.64384,0.92969,52462,0.76301,26894,0.39115,24297,0.35337,21074,0.3065,19423,0.28249,17005,0.24732,0.33387,"MMETSP0324","Crypthecodinium_cohnii_SRR1296889",244,36,149,429,0.568764569,31259964,31218160,99.87,61513353
"282","SRR1296890","MMETSP0325_2","7/22/15","7/26/15",37516145,3751614500,37516145,100,2261,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296890","SRX551297",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619006","SAMN02740466","simple",2866,"Crypthecodinium cohnii",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","87979C75C360A72E9B9DAC337394A065","B23CD1BD087F338EA3F42035437430D9","PhilippeDeschamps","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Gonyualacales","Crypthecodiniacea","Crypthecodinium","cohnii","Seligo","/mnt/scratch/ljcohen/mmetsp/Crypthecodinium_cohnii/SRR1296890/trinity/trinity_out/Crypthecodinium_cohnii_SRR1296890.Trinity.fixed.fa",97094,201,9386,68692642,707.48596,0,20912,0,38138,85.11374,297,595,1105,1715,2684,0.55702,0.00655,0.00543,1.8817,0,0,0.13613,37466493,34123174,0.91077,29673815,0.79201,4449359,57603,341116,0.00497,22845,0.23529,249,0.00256,49450,0.5093,4264,0.04392,0.44332,0.50991,0.44777,66445,66445,0.68434,0.94016,53783,0.761,27432,0.38815,24738,0.35003,21392,0.30269,19610,0.27747,17035,0.24104,0.3267,"MMETSP0325","Crypthecodinium_cohnii_SRR1296890",242,30,157,429,0.564102564,37516145,37466493,99.87,65011839
"283","SRR1296891","MMETSP0200_2","7/22/15","7/26/15",32010529,3201052900,32010529,100,1998,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296891","SRX551298",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619007","SAMN02740272","simple",49240,"Chaetoceros sp.",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","4EE9ACB53FA2E25CD30CD0AEEAA22A16","F5B2039EF5BE77D74FD9FC28F929738C","RandorRadakovits","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","sp.","GSL56","/mnt/scratch/ljcohen/mmetsp/Chaetoceros_sp./SRR1296891/trinity/trinity_out/Chaetoceros_sp._SRR1296891.Trinity.fixed.fa",14797,201,16621,23121548,1562.5835,0,8215,28,9974,71.61658,809,1598,2356,3517,5908,0.4115,0.00627,0.00354,1.67044,0,0,0.25194,31886226,30781833,0.96536,28752187,0.90171,2029646,11560,160632,0.00695,4648,0.31412,91,0.00615,3315,0.22403,1493,0.1009,0.50448,0.55057,0.38053,12874,12874,0.87004,0.75832,10065,0.59286,5070,0.29864,4445,0.26182,3820,0.22501,3500,0.20616,2968,0.17482,0.2607,"MMETSP0200","Chaetoceros_sp._SRR1296891",297,23,109,429,0.692307692,32010529,31886226,99.61,21444883
"284","SRR1296892","MMETSP0689_2","7/22/15","7/26/15",32486634,3248663400,32486634,100,2083,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296892","SRX551299",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619008","SAMN02740069","simple",160604,"Amphidinium massartii",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","8754E4228E7EC57D0940660D2DCDD347","0D6CFDF737C4834FA59F8D6B36A5CF62","ShaunaMurray","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Amphidinium","massartii","CS-259","/mnt/scratch/ljcohen/mmetsp/Amphidinium_massartii/SRR1296892/trinity/trinity_out/Amphidinium_massartii_SRR1296892.Trinity.fixed.fa",74458,201,9988,66311113,890.58413,0,24105,0,39687,90.23759,354,912,1425,2035,3180,0.55472,0.00749,7e-04,1.89462,0,0,0.16477,32365314,29978311,0.92625,26858384,0.82985,3119927,40676,241449,0.00364,13360,0.17943,208,0.00279,37816,0.50788,1647,0.02212,0.48222,0.60511,0.56585,50341,50341,0.6761,0.94243,41494,0.77681,21109,0.39518,19326,0.3618,17378,0.32533,16418,0.30736,14989,0.28061,0.35107,"MMETSP0689","Amphidinium_massartii_SRR1296892",256,34,139,429,0.596736597,32486634,32365314,99.63,65256612
"285","SRR1296893","MMETSP0766_2","7/22/15","7/26/15",29128195,2912819500,29128195,100,1802,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296893","SRX551300",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619009","SAMN02740246","simple",439317,"Gambierdiscus australes",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","F45F16A48173D5D70EC26353EC0E3DB2","BF0763C7449788AAE375F5272B01EE4A","ShaunaMurray","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Gonyualacales","Goniodomaceae","Gambierdiscus","australes","CAWD149","/mnt/scratch/ljcohen/mmetsp/Gambierdiscus_australes/SRR1296893/trinity/Gambierdiscus_australes_SRR1296893.Trinity.fixed.fasta",97105,201,5613,57830114,595.54208,0,15746,0,39043,91.78916,264,489,835,1270,2030,0.60662,0.0087,0.00248,1.98002,0,0,0.11815,29126963,26652329,0.91504,24171543,0.82987,2480786,43103,312861,0.00541,18601,0.19156,302,0.00311,71159,0.7328,3004,0.03094,0.43597,0.53785,0.5491,634,634,0.00653,0.02159,446,0.01519,151,0.00514,107,0.00364,57,0.00194,39,0.00133,17,0.00058,0.00342,"MMETSP0766","Gambierdiscus_australes_SRR1296893",186,76,167,429,0.433566434,29128195,29126963,100,65149171
"286","SRR1296894","MMETSP0447","7/22/15","7/26/15",31231475,3123147500,31231475,100,1994,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296894","SRX551301",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619010","SAMN02740477","simple",1042828,"Stygamoeba regulata",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","217228E3333F56CE2A9C3260AA650F4B","BC9EBE0B35FA9269C82B774A03BD345C","LauraKatz","Heterolobosea(Excavata)","Unknown","Unknown","Unknown","Unknown","Stygamoeba","regulata","BSH-02190019","/mnt/scratch/ljcohen/mmetsp/Stygamoeba_regulata/SRR1296894/trinity/trinity_out/Stygamoeba_regulata_SRR1296894.Trinity.fixed.fa",50230,201,10955,39223582,780.87959,0,12500,5,24119,87.92468,318,714,1214,1847,3138,0.57475,0.01322,0.00643,2.01783,0,0,0.14357,31178697,29329475,0.94069,26546464,0.85143,2783011,34695,361301,0.00921,16494,0.32837,294,0.00585,31331,0.62375,2287,0.04553,0.43486,0.50476,0.43317,32305,32305,0.64314,0.92266,24822,0.70894,12557,0.35864,10951,0.31277,9149,0.2613,8213,0.23457,6661,0.19024,0.2937,"MMETSP0447","Stygamoeba_regulata_SRR1296894",322,48,59,429,0.750582751,31231475,31178697,99.83,40008557
"287","SRR1296895","MMETSP0093","7/22/15","7/26/15",24216257,2421625700,24216257,100,1578,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296895","SRX551302",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619011","SAMN02740405","simple",311494,"Alexandrium monilatum",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","B1367A004C86B8F466FA2046B87D8A8C","C04C3B1B6C724E4E00825B6C1FCE28DE","SonyaDyhrman","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Gonyualacales","Goniodomataceae","Alexandrium","monilatum","CCMP3105","/mnt/scratch/ljcohen/mmetsp/Alexandrium_monilatum/SRR1296895/trinity/trinity_out/Alexandrium_monilatum_SRR1296895.Trinity.fixed.fa",104604,201,6081,66967299,640.19826,0,20091,0,49630,94.65695,283,557,909,1310,1977,0.66182,0.00656,0.00206,2.03773,0,0,0.1211,24188855,21360811,0.88308,17480030,0.72265,3880781,53407,380134,0.00568,22970,0.21959,377,0.0036,70041,0.66958,3167,0.03028,0.37671,0.44955,0.45771,66125,66125,0.63215,0.87125,54432,0.71718,28051,0.36959,25498,0.33596,22518,0.29669,20750,0.2734,18215,0.24,0.34611,"MMETSP0093","Alexandrium_monilatum_SRR1296895",223,67,139,429,0.51981352,24216257,24188855,99.89,69987383
"288","SRR1296896","MMETSP0095","7/22/15","7/26/15",28871474,2887147400,28871474,100,1874,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296896","SRX551303",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619012","SAMN02740406","simple",311494,"Alexandrium monilatum",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","F9671AC21A6CC517B266A44326F77F14","0401AF970FD583F6B0D1DC18E635BB5E","SonyaDyhrman","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Gonyualacales","Goniodomataceae","Alexandrium","monilatum","CCMP3105","/mnt/scratch/ljcohen/mmetsp/Alexandrium_monilatum/SRR1296896/trinity/trinity_out/Alexandrium_monilatum_SRR1296896.Trinity.fixed.fa",106213,201,7883,73106353,688.29948,0,23798,0,52765,94.60181,293,623,1016,1449,2176,0.66447,0.00689,0.00199,2.04318,0,0,0.12723,28838250,25811067,0.89503,21347384,0.74025,4463683,57292,416813,0.0057,24748,0.233,332,0.00313,65699,0.61856,3465,0.03262,0.40559,0.46792,0.45901,69936,69936,0.65845,0.85462,56625,0.69196,29100,0.3556,26208,0.32026,22970,0.28069,21227,0.25939,18666,0.2281,0.33405,"MMETSP0095","Alexandrium_monilatum_SRR1296896",242,55,132,429,0.564102564,28871474,28838250,99.88,74242256
"289","SRR1296897","MMETSP0096","7/22/15","7/26/15",23523548,2352354800,23523548,100,1529,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296897","SRX551304",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619013","SAMN02740407","simple",311494,"Alexandrium monilatum",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","3763B25B35E9D1D60FF4D109A3AF5D8F","6BA38EAE5637FF59578F7A61513EF565","SonyaDyhrman","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Gonyualacales","Goniodomataceae","Alexandrium","monilatum","CCMP3105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,0.00021,0.00114,19,0.00098,5,0.00026,2,1e-04,2,1e-04,1,5e-05,1,5e-05,2e-04,"MMETSP0096","Alexandrium_monilatum_SRR1296897",229,62,138,429,0.533799534,23523548,23496034,99.88,73328505
"290","SRR1296898","MMETSP0097","7/22/15","7/26/15",33579814,3357981400,33579814,100,2179,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296898","SRX551305",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619014","SAMN02740408","simple",311494,"Alexandrium monilatum",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","328301963AC69D96D44C2EC968054F89","F0023154C37A35890B956F0A33ADC081","SonyaDyhrman","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Gonyualacales","Goniodomataceae","Alexandrium","monilatum","CCMP3105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75363,75363,0.68915,0.84747,61024,0.68623,31192,0.35076,28203,0.31715,24672,0.27744,22767,0.25602,19955,0.2244,0.32598,"MMETSP0097","Alexandrium_monilatum_SRR1296898",242,52,135,429,0.564102564,33579814,33542471,99.89,79964232
"291","SRR1296899","MMETSP0436","7/22/15","7/26/15",27508269,2750826900,27508269,100,1719,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296899","SRX551306",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619015","SAMN02740333","simple",626734,"Schmidingerella taraikaensis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","CECC06D712D99B5D333A039586D2D09B","3D1E3A9A2728088880522CC00FD7D093","SusanneMenden-Deuer","Alveolata(SAR,Chromalveolata)","Ciliophora","Spirotrichea","Tintinnida","Ptychocylididae","Favella","taraikaensis","FeNarragansettBay","/mnt/scratch/ljcohen/mmetsp/Schmidingerella_taraikaensis/SRR1296899/trinity/trinity_out/Schmidingerella_taraikaensis_SRR1296899.Trinity.fixed.fa",32086,201,8587,24801720,772.97638,0,8442,0,5462,40.87982,318,735,1194,1710,2683,0.51133,0.00307,0.02263,2.1423,0,0,0.15116,27501736,25990253,0.94504,24476152,0.88999,1514101,13141,110371,0.00445,5320,0.1658,106,0.0033,21044,0.65586,2292,0.07143,0.47253,0.49624,0.34091,19368,19368,0.60363,1.04443,17212,0.92817,8998,0.48522,8629,0.46533,8091,0.43631,7881,0.42499,7619,0.41086,0.48176,"MMETSP0436","Schmidingerella_taraikaensis_SRR1296899",200,61,168,429,0.466200466,27508269,27501736,99.98,28692018
"292","SRR1296900","MMETSP0468","7/22/15","7/26/15",25389999,2538999900,25389999,100,1606,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296900","SRX551307",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619016","SAMN02740481","simple",2969,"Oxyrrhis marina",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","25E6897F30FA67F0BE5655553F650DA1","A272F19779AEEEFD237772D5A22DCAE9","SusanneMenden-Deuer","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Oxyrrhinales","Oxyrrhinaceae","Oxyrrhis","marina","","/mnt/scratch/ljcohen/mmetsp/Oxyrrhis_marina/SRR1296900/trinity/trinity_out/Oxyrrhis_marina_SRR1296900.Trinity.fixed.fa",57341,201,12210,36914598,643.77318,0,11075,4,22937,90.69449,268,540,987,1515,2343,0.59117,0.02319,-0.00287,1.91687,0,0,0.12595,25388759,23020339,0.90671,20297699,0.79948,2722640,20969,184406,0.005,9694,0.16906,148,0.00258,38660,0.67421,3014,0.05256,0.43588,0.44533,0.04691,31542,31542,0.55008,1.00983,28123,0.90037,14001,0.44825,13390,0.42869,12530,0.40115,12182,0.39001,11628,0.37227,0.45281,"MMETSP0468","Oxyrrhis_marina_SRR1296900",206,58,165,429,0.48018648,25389999,25388759,100,35733028
"293","SRR1296901","MMETSP0469","7/22/15","7/26/15",31049832,6209966400,31049832,200,3889,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296901","SRX551308",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619017","SAMN02740482","simple",2969,"Oxyrrhis marina",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","A863600E72ADC940FEFA0A37482FC6B9","E773AF402AE9204411A4DC902B160282","SusanneMenden-Deuer","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Oxyrrhinales","Oxyrrhinaceae","Oxyrrhis","marina","","/mnt/scratch/ljcohen/mmetsp/Oxyrrhis_marina/SRR1296901/trinity/trinity_out/Oxyrrhis_marina_SRR1296901.Trinity.fixed.fa",124778,201,15081,84353286,676.02691,0,24347,10,46707,87.77095,273,558,1076,1723,2983,0.59006,0.02008,-0.00368,1.91399,0,0,0.12773,30950687,29182682,0.94288,27200560,0.87884,1982122,14065,2196817,0.02604,30702,0.24605,5810,0.04656,95256,0.7634,7627,0.06112,0.53345,0.57737,0.05669,52327,52327,0.41936,1.02417,43674,0.85481,21644,0.42363,20986,0.41075,19910,0.38969,19317,0.37808,18386,0.35986,0.43594,"MMETSP0469","Oxyrrhis_marina_SRR1296901",272,43,114,429,0.634032634,31049832,30950687,99.68,84646240
"294","SRR1296902","MMETSP0210","7/22/15","7/26/15",26039134,2603913400,26039134,100,1507,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296902","SRX551309",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619018","SAMN02740245","simple",40633,"Condylostoma magnum",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","8DC49B254092F2B6162F5BF09B21BA97","6C466039251B6B89663F717670BC8E69","DenisLynn","Alveolata(SAR,Chromalveolata)","Ciliophora","Heterotrichea","Heterotrichida","Condylostomatidae","Condylostoma","magnum","COL2","/mnt/scratch/ljcohen/mmetsp/Condylostoma_magnum/SRR1296902/trinity/trinity_out/Condylostoma_magnum_SRR1296902.Trinity.fixed.fa",32721,201,26122,24286321,742.22429,0,6761,39,400,21.22224,319,639,1030,1610,3529,0.33457,0.04552,0.03469,1.63533,0,0,0.13295,26036178,24991878,0.95989,22693821,0.87163,2298057,16496,93569,0.00385,5405,0.16518,91,0.00278,20262,0.61924,1078,0.03295,0.47724,0.57166,0.49135,21009,21009,0.64206,0.80135,18624,0.71038,9613,0.36667,9027,0.34432,8200,0.31277,7781,0.29679,7198,0.27455,0.30153,"MMETSP0210","Condylostoma_magnum_SRR1296902",248,35,146,429,0.578088578,26039134,26036178,99.99,20944863
"295","SRR1296903","MMETSP0470","7/22/15","7/26/15",28638609,2863860900,28638609,100,1759,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296903","SRX551310",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619020","SAMN02740483","simple",2969,"Oxyrrhis marina",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","EE31F811226BB3FA1893B60AB441DC74","767FC6897E4CAB22BF6DE6F057909A47","SusanneMenden-Deuer","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Oxyrrhinales","Oxyrrhinaceae","Oxyrrhis","marina","","/mnt/scratch/ljcohen/mmetsp/Oxyrrhis_marina/SRR1296903/trinity/trinity_out/Oxyrrhis_marina_SRR1296903.Trinity.fixed.fa",59666,201,12200,38242107,640.93633,0,11205,4,23544,90.42697,270,533,968,1500,2360,0.5879,0.01985,-0.00153,1.92556,0,0,0.1258,28606543,25731763,0.89951,22408164,0.78332,3323599,27093,200228,0.00524,10310,0.1728,181,0.00303,41638,0.69785,2116,0.03546,0.40627,0.46021,0.47386,33132,33132,0.55529,1.01651,29179,0.89523,14746,0.45241,14036,0.43063,13037,0.39998,12635,0.38765,12117,0.37176,0.45116,"MMETSP0470","Oxyrrhis_marina_SRR1296903",224,38,167,429,0.522144522,28638609,28606543,99.89,36350738
"296","SRR1296904","MMETSP0595","7/22/15","7/26/15",20748923,2074892300,20748923,100,1255,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296904","SRX551311",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619019","SAMN02739944","simple",37099,"Isochrysis galbana",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","0E7063C4C39B654A236A69199E01DD2E","214607DC344CEACE68B75D534EAAF2F6","SusanneMenden-Deuer","Haptophyta(Hacrobia,Chromalveolata)","Haptophyta","Prymnesiophyceae","Isochrysidales","Isochrysidaceae","Isochrysis","galbana","CCMP1323","/mnt/scratch/ljcohen/mmetsp/Isochrysis_galbana/SRR1296904/trinity/trinity_out/Isochrysis_galbana_SRR1296904.Trinity.fixed.fa",30834,201,11698,32304204,1047.68126,0,11971,6,17232,77.91144,441,1110,1677,2372,3818,0.59519,0.01234,0.00626,2.2037,0,0,0.18734,20738219,19938655,0.96144,18297433,0.8823,1641222,18572,242232,0.0075,8433,0.2735,153,0.00496,18485,0.5995,843,0.02734,0.52669,0.5786,0.38038,21540,21540,0.69858,1.07657,17062,0.85276,8843,0.44197,8261,0.41288,7443,0.372,7122,0.35596,6507,0.32522,0.45628,"MMETSP0595","Isochrysis_galbana_SRR1296904",254,48,127,429,0.592074592,20748923,20738219,99.95,26429904
