,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc
MMETSP0890,212,40,51,303,0.6996699669966997
MMETSP1320,183,52,68,303,0.6039603960396039
MMETSP0911,75,109,119,303,0.24752475247524752
MMETSP0896,109,52,142,303,0.35973597359735976
MMETSP1392,250,40,13,303,0.8250825082508251
MMETSP0411,121,102,80,303,0.39933993399339934
MMETSP1391,241,48,14,303,0.7953795379537953
MMETSP0186,5,15,283,303,0.0165016501650165
MMETSP0595,225,43,35,303,0.7425742574257426
MMETSP0527,195,46,62,303,0.6435643564356436
MMETSP0268,128,57,118,303,0.42244224422442245
MMETSP0251,7,20,276,303,0.0231023102310231
MMETSP0134,34,54,215,303,0.11221122112211221
MMETSP0895,107,82,114,303,0.35313531353135313
MMETSP1323,113,78,112,303,0.37293729372937295
MMETSP0912,92,115,96,303,0.30363036303630364
MMETSP0899,209,59,35,303,0.6897689768976898
MMETSP1460,230,28,45,303,0.759075907590759
MMETSP1070,240,30,33,303,0.7920792079207921
MMETSP1463,162,74,67,303,0.5346534653465347
MMETSP0528,199,41,63,303,0.6567656765676567
MMETSP0267,199,36,68,303,0.6567656765676567
MMETSP1143,230,40,33,303,0.759075907590759
MMETSP0008,189,56,58,303,0.6237623762376238
MMETSP0747,156,78,69,303,0.5148514851485149
MMETSP1465,144,87,72,303,0.4752475247524752
MMETSP1075,212,41,50,303,0.6996699669966997
MMETSP0918,181,73,49,303,0.5973597359735974
MMETSP1329,186,60,57,303,0.6138613861386139
MMETSP1466,136,57,110,303,0.44884488448844884
MMETSP0744,197,57,49,303,0.6501650165016502
MMETSP0418,155,72,76,303,0.5115511551155115
MMETSP1140,159,58,86,303,0.5247524752475248
MMETSP1472,114,80,109,303,0.37623762376237624
MMETSP1061,215,45,43,303,0.7095709570957096
MMETSP1154,225,50,28,303,0.7425742574257426
MMETSP0198,235,40,28,303,0.7755775577557755
MMETSP1157,220,56,27,303,0.7260726072607261
MMETSP0753,223,46,34,303,0.735973597359736
MMETSP1471,124,86,93,303,0.40924092409240925
MMETSP1062,237,35,31,303,0.7821782178217822
MMETSP0888,229,28,46,303,0.7557755775577558
MMETSP1338,206,45,52,303,0.6798679867986799
MMETSP0909,181,64,58,303,0.5973597359735974
MMETSP1064,236,35,32,303,0.7788778877887789
MMETSP1151,207,65,31,303,0.6831683168316832
MMETSP0409,86,110,107,303,0.2838283828382838
MMETSP1389,136,96,71,303,0.44884488448844884
MMETSP0019,219,39,45,303,0.7227722772277227
MMETSP1152,220,57,26,303,0.7260726072607261
MMETSP0270,205,40,58,303,0.6765676567656765
MMETSP1474,246,34,23,303,0.8118811881188119
MMETSP1067,206,61,36,303,0.6798679867986799
MMETSP1385,186,74,43,303,0.6138613861386139
MMETSP0015,241,34,28,303,0.7953795379537953
MMETSP0881,226,44,33,303,0.7458745874587459
MMETSP0120,241,29,33,303,0.7953795379537953
MMETSP0906,227,42,34,303,0.7491749174917491
MMETSP0905,229,36,38,303,0.7557755775577558
MMETSP1334,217,48,38,303,0.7161716171617162
MMETSP1068,219,52,32,303,0.7227722772277227
MMETSP0882,189,69,45,303,0.6237623762376238
MMETSP0123,198,36,69,303,0.6534653465346535
MMETSP0191,177,82,44,303,0.5841584158415841
MMETSP0405,169,74,60,303,0.5577557755775577
MMETSP1386,254,23,26,303,0.8382838283828383
MMETSP0759,251,15,37,303,0.8283828382838284
MMETSP0197,43,33,227,303,0.1419141914191419
MMETSP0403,222,46,35,303,0.7326732673267327
MMETSP0010,223,43,37,303,0.735973597359736
MMETSP1380,165,54,84,303,0.5445544554455446
MMETSP0903,231,33,39,303,0.7623762376237624
MMETSP0884,189,65,49,303,0.6237623762376238
MMETSP0125,151,53,99,303,0.49834983498349833
MMETSP0887,214,40,49,303,0.7062706270627063
MMETSP0126,229,52,22,303,0.7557755775577558
MMETSP0900,215,55,33,303,0.7095709570957096
MMETSP0013,254,19,30,303,0.8382838283828383
MMETSP0737,215,53,35,303,0.7095709570957096
MMETSP0324,230,20,53,303,0.759075907590759
MMETSP1006,122,82,99,303,0.40264026402640263
MMETSP0785,222,37,44,303,0.7326732673267327
MMETSP1415,205,60,38,303,0.6765676567656765
MMETSP0211,173,55,75,303,0.570957095709571
MMETSP1005,138,74,91,303,0.45544554455445546
MMETSP0786,260,16,27,303,0.858085808580858
MMETSP1416,216,47,40,303,0.7128712871287128
MMETSP1359,171,76,56,303,0.5643564356435643
MMETSP0734,232,39,32,303,0.7656765676567657
MMETSP0327,242,28,33,303,0.7986798679867987
MMETSP0468,189,43,71,303,0.6237623762376238
MMETSP1130,57,54,192,303,0.18811881188118812
MMETSP0321,226,41,36,303,0.7458745874587459
MMETSP1136,190,59,54,303,0.6270627062706271
MMETSP1410,221,47,35,303,0.7293729372937293
MMETSP0780,247,28,28,303,0.8151815181518152
MMETSP1413,200,65,38,303,0.6600660066006601
MMETSP0604,218,53,32,303,0.7194719471947195
MMETSP0322,220,38,45,303,0.7260726072607261
MMETSP0961,269,12,22,303,0.8877887788778878
MMETSP0147,179,63,61,303,0.5907590759075908
MMETSP1139,135,36,132,303,0.44554455445544555
MMETSP1353,179,69,55,303,0.5907590759075908
MMETSP0962,98,75,130,303,0.3234323432343234
MMETSP0142,249,21,33,303,0.8217821782178217
MMETSP1009,108,75,120,303,0.3564356435643564
MMETSP0399,31,36,236,303,0.10231023102310231
MMETSP1355,152,63,88,303,0.5016501650165016
MMETSP0964,229,41,33,303,0.7557755775577558
MMETSP0738,82,86,135,303,0.2706270627062706
MMETSP0851,228,44,31,303,0.7524752475247525
MMETSP0852,176,67,60,303,0.5808580858085809
MMETSP0328,91,43,169,303,0.30033003300330036
MMETSP0467,209,51,43,303,0.6897689768976898
MMETSP0789,232,40,31,303,0.7656765676567657
MMETSP1419,226,44,33,303,0.7458745874587459
MMETSP1356,193,71,39,303,0.636963696369637
MMETSP0141,242,28,33,303,0.7986798679867987
