ID,Run,Complete,Fragmented,Missing,Total,Complete_BUSCO_perc
Climacostomum_virens_SRR1300461,SRR1300461,285,37,107,429,0.664335664
Anophryoides_haemophila_SRR1328077,SRR1328077,13,22,394,429,0.03030303
uncultured_eukaryote_SRR1296843,SRR1296843,123,65,241,429,0.286713287
uncultured_eukaryote_SRR1300328,SRR1300328,235,66,128,429,0.547785548
Florenciella_SRR1294430,SRR1294430,25,28,376,429,0.058275058
Symbiodinium_kawagutii_SRR1300305,SRR1300305,26,54,349,429,0.060606061
Pyramimonas_sp._SRR1300524,SRR1300524,232,90,107,429,0.540792541
Skeletonema_japonicum_SRR1296995,SRR1296995,221,56,152,429,0.515151515
Dictyocha_speculum_SRR1300447,SRR1300447,225,73,131,429,0.524475524
Symbiodinium_sp._SRR1300266,SRR1300266,182,53,194,429,0.424242424
uncultured_eukaryote_SRR1300243,SRR1300243,264,88,77,429,0.615384615
uncultured_eukaryote_SRR1300369,SRR1300369,191,64,174,429,0.445221445
Florenciella_SRR1294429,SRR1294429,24,29,376,429,0.055944056
Pyramimonas_obovata_SRR1300378,SRR1300378,230,84,115,429,0.536130536
Minutocellus_polymorphus_SRR1300446,SRR1300446,191,69,169,429,0.445221445
Scrippsiella_hangoei_SRR1296796,SRR1296796,254,39,136,429,0.592074592
Hemiselmis_tepida_SRR1300402,SRR1300402,140,87,202,429,0.326340326
Percolomonas_cosmopolitus_SRR1296742,SRR1296742,308,12,109,429,0.717948718
Thalassionema_frauenfeldii_SRR1296708,SRR1296708,285,37,107,429,0.664335664
Dinobryon_SRR1296865,SRR1296865,179,82,168,429,0.417249417
Sexangularia_sp._CB-2014_SRR1296782,SRR1296782,221,47,161,429,0.515151515
Schizochytrium_aggregatum_SRR1300411,SRR1300411,156,68,205,429,0.363636364
Bigelowiella_natans_SRR1300405,SRR1300405,242,70,117,429,0.564102564
Pseudo-nitzschia_arenysensis_SRR1296720,SRR1296720,256,42,131,429,0.596736597
Thalassiosira_antarctica_SRR1296962,SRR1296962,265,39,125,429,0.617715618
Skeletonema_costatum_SRR1294403,SRR1294403,302,20,107,429,0.703962704
Spumella_elongata_SRR1300416,SRR1300416,275,38,116,429,0.641025641
Gambierdiscus_australes_SRR1296893,SRR1296893,186,76,167,429,0.433566434
Thalassiosira_rotula_SRR1296755,SRR1296755,246,51,132,429,0.573426573
Thalassiosira_weissflogii_SRR1296881,SRR1296881,246,51,132,429,0.573426573
Thalassiosira_rotula_SRR1296990,SRR1296990,99,109,221,429,0.230769231
Elphidium_margaritaceum_SRR1300475,SRR1300475,237,66,126,429,0.552447552
Amphidinium_carterae_SRR1296758,SRR1296758,259,37,133,429,0.603729604
Ditylum_brightwellii_SRR1294414,SRR1294414,84,104,241,429,0.195804196
Corethron_hystrix_SRR1294401,SRR1294401,231,76,122,429,0.538461538
Pseudo-nitzschia_fraudulenta_SRR1294395,SRR1294395,169,83,177,429,0.393939394
Grammatophora_oceanica_SRR1296957,SRR1296957,151,95,183,429,0.351981352
Emiliania_huxleyi_SRR1300233,SRR1300233,121,88,220,429,0.282051282
Chaetoceros_affinis_SRR1294446,SRR1294446,42,38,349,429,0.097902098
Alexandrium_monilatum_SRR1296897,SRR1296897,229,62,138,429,0.533799534
Pseudo-nitzschia_fraudulenta_SRR1296747,SRR1296747,180,76,173,429,0.41958042
uncultured_eukaryote_SRR1300525,SRR1300525,245,62,122,429,0.571095571
Chaetoceros_neogracile_SRR1296834,SRR1296834,291,31,107,429,0.678321678
Chattonella_subsalsa_SRR1300237,SRR1300237,268,56,105,429,0.624708625
Stauroneis_constricta_SRR1300408,SRR1300408,166,60,203,429,0.386946387
Amphora_coffeiformis_SRR1296713,SRR1296713,103,37,289,429,0.24009324
Emiliania_huxleyi_SRR1300282,SRR1300282,209,94,126,429,0.487179487
Heterosigma_akashiwo_SRR1296858,SRR1296858,96,71,262,429,0.223776224
Pessonella_SRR1296774,SRR1296774,223,68,138,429,0.51981352
Rhodomonas_lens_SRR1296874,SRR1296874,249,68,112,429,0.58041958
uncultured_eukaryote_SRR1300495,SRR1300495,146,111,172,429,0.34032634
Aurantiochytrium_limacinum_SRR1300336,SRR1300336,289,32,108,429,0.673659674
Alexandrium_tamarense_SRR1300222,SRR1300222,46,48,335,429,0.107226107
Goniomonas_pacifica_SRR1296845,SRR1296845,199,115,115,429,0.463869464
Picochlorum_SRR1300389,SRR1300389,214,88,127,429,0.498834499
Extubocellulus_spinifer_SRR1296804,SRR1296804,303,20,106,429,0.706293706
Bicosoecida_sp._CB-2014_SRR1294381,SRR1294381,129,72,228,429,0.300699301
Tetraselmis_astigmatica_SRR1296698,SRR1296698,292,50,87,429,0.680652681
Thalassionema_nitzschioides_SRR1296922,SRR1296922,292,30,107,429,0.680652681
Schmidingerella_taraikaensis_SRR1296936,SRR1296936,227,58,144,429,0.529137529
Bolidomonas_pacifica_SRR1296709,SRR1296709,226,65,138,429,0.526806527
Euplotes_focardii_SRR1296928,SRR1296928,119,74,236,429,0.277389277
Chaetoceros_affinis_SRR1294451,SRR1294451,47,42,340,429,0.10955711
Emiliania_huxleyi_SRR1300234,SRR1300234,110,100,219,429,0.256410256
Thalassiosira_rotula_SRR1296877,SRR1296877,259,45,125,429,0.603729604
Oxyrrhis_marina_SRR1296907,SRR1296907,221,38,170,429,0.515151515
Pelagomonas_calceolata_SRR1296781,SRR1296781,189,54,186,429,0.440559441
Chaetoceros_neogracile_SRR1296833,SRR1296833,282,31,116,429,0.657342657
Karenia_brevis_SRR1296712,SRR1296712,252,41,136,429,0.587412587
Heterocapsa_arctica_SRR1300520,SRR1300520,201,68,160,429,0.468531469
Thalassiosira_weissflogii_SRR1300481,SRR1300481,261,45,123,429,0.608391608
uncultured_eukaryote_SRR1300261,SRR1300261,270,51,108,429,0.629370629
Chaetoceros_curvisetus_SRR1294456,SRR1294456,46,110,273,429,0.107226107
Micromonas_SRR1300437,SRR1300437,276,55,98,429,0.643356643
Tetraselmis_striata_SRR1296733,SRR1296733,256,83,90,429,0.596736597
Lingulodinium_polyedrum_SRR1300255,SRR1300255,237,66,126,429,0.552447552
Heterosigma_akashiwo_SRR1296777,SRR1296777,119,118,192,429,0.277389277
Isochrysis_sp._SRR1300376,SRR1300376,50,44,335,429,0.116550117
Pelagomonas_calceolata_SRR1296778,SRR1296778,187,73,169,429,0.435897436
Crypthecodinium_cohnii_SRR1296961,SRR1296961,91,58,280,429,0.212121212
Tetraselmis_chuii_SRR1296875,SRR1296875,206,103,120,429,0.48018648
Skeletonema_marinoi_SRR1300407,SRR1300407,213,62,154,429,0.496503497
Polyblepharides_amylifera_SRR1300428,SRR1300428,220,90,119,429,0.512820513
Gyrodinium_dominans_SRR1300469,SRR1300469,1,0,428,429,0.002331002
Alexandrium_fundyense_SRR1294388,SRR1294388,11,15,403,429,0.025641026
Scrippsiella_hangoei_SRR1296793,SRR1296793,254,40,135,429,0.592074592
Isochrysis_galbana_SRR1300332,SRR1300332,217,76,136,429,0.505827506
Vannella_sp._CB-2014_SRR1296762,SRR1296762,273,43,113,429,0.636363636
uncultured_eukaryote_SRR1300246,SRR1300246,176,97,156,429,0.41025641
Thalassionema_nitzschioides_SRR1328074,SRR1328074,29,40,360,429,0.067599068
Chlamydomonas_euryale_SRR1296991,SRR1296991,195,93,141,429,0.454545455
Cafeteria_roenbergensis_SRR1300216,SRR1300216,173,61,195,429,0.403263403
uncultured_eukaryote_SRR1300545,SRR1300545,281,44,104,429,0.655011655
Micromonas_SRR1300442,SRR1300442,181,83,165,429,0.421911422
Fragilariopsis_kerguelensis_SRR1296912,SRR1296912,268,38,123,429,0.624708625
Isochrysis_sp._SRR1300268,SRR1300268,182,63,184,429,0.424242424
Vaucheria_litorea_SRR1300218,SRR1300218,197,83,149,429,0.459207459
Pseudopedinella_elastica_SRR1300312,SRR1300312,27,37,365,429,0.062937063
Aureoumbra_lagunensis_SRR1296817,SRR1296817,176,84,169,429,0.41025641
Akashiwo_sanguinea_SRR1294462,SRR1294462,0,0,429,429,0
Proboscia_alata_SRR1296927,SRR1296927,240,65,124,429,0.559440559
Thalassiosira_antarctica_SRR1296965,SRR1296965,251,51,127,429,0.585081585
Ditylum_brightwellii_SRR1300293,SRR1300293,169,76,184,429,0.393939394
Cyclotella_meneghiniana_SRR1300390,SRR1300390,289,26,114,429,0.673659674
uncultured_eukaryote_SRR1300360,SRR1300360,292,63,74,429,0.680652681
Prymnesium_parvum_SRR1296710,SRR1296710,243,64,122,429,0.566433566
Dunaliella_tertiolecta_SRR1300298,SRR1300298,264,70,95,429,0.615384615
Rhodopseudomonas_SRR1300429,SRR1300429,146,78,205,429,0.34032634
Pycnococcus_provasolii_SRR1300362,SRR1300362,188,71,170,429,0.438228438
uncultured_eukaryote_SRR1300499,SRR1300499,324,18,87,429,0.755244755
Karlodinium_veneficum_SRR1300326,SRR1300326,227,51,151,429,0.529137529
Ostreococcus_mediterraneus_SRR1300248,SRR1300248,164,61,204,429,0.382284382
Astrosyne_radiata_SRR1296718,SRR1296718,142,97,190,429,0.331002331
Sorites_sp._SRR1296734,SRR1296734,194,97,138,429,0.452214452
Micromonas_pusilla_SRR1300456,SRR1300456,195,92,142,429,0.454545455
Bolidomonas_SRR1300364,SRR1300364,184,86,159,429,0.428904429
Tryblionella_compressa_SRR1296831,SRR1296831,188,73,168,429,0.438228438
Triceratium_dubium_SRR1300492,SRR1300492,112,85,232,429,0.261072261
Bigelowiella_longifila_SRR1300406,SRR1300406,161,104,164,429,0.375291375
Micromonas_SRR1300438,SRR1300438,270,51,108,429,0.629370629
uncultured_eukaryote_SRR1300538,SRR1300538,251,94,84,429,0.585081585
Heterosigma_akashiwo_SRR1296915,SRR1296915,147,118,164,429,0.342657343
Pycnococcus_provasolii_SRR1300541,SRR1300541,123,93,213,429,0.286713287
Ditylum_brightwellii_SRR1300272,SRR1300272,271,47,111,429,0.631701632
Sarcinochrysis_SRR1300501,SRR1300501,59,45,325,429,0.137529138
Stygamoeba_regulata_SRR1296894,SRR1296894,322,48,59,429,0.750582751
Rhodopseudomonas_SRR1300440,SRR1300440,140,105,184,429,0.326340326
Ditylum_brightwellii_SRR1300294,SRR1300294,183,80,166,429,0.426573427
Chaetoceros_affinis_SRR1294447,SRR1294447,40,40,349,429,0.093240093
Amphidinium_carterae_SRR1296757,SRR1296757,243,45,141,429,0.566433566
Thalassiosira_oceanica_SRR1300226,SRR1300226,262,46,121,429,0.610722611
Chrysochromulina_rotalis_SRR1296740,SRR1296740,202,75,152,429,0.470862471
Chaetoceros_curvisetus_SRR1294454,SRR1294454,172,107,150,429,0.400932401
Karenia_brevis_SRR1296750,SRR1296750,219,64,146,429,0.51048951
Amphidinium_carterae_SRR1294391,SRR1294391,16,22,391,429,0.037296037
Prymnesium_parvum_SRR1300223,SRR1300223,186,63,180,429,0.433566434
Anophryoides_haemophila_SRR1294435,SRR1294435,24,25,380,429,0.055944056
Paraphysomonas_imperforata_SRR1296728,SRR1296728,232,59,138,429,0.540792541
Corethron_pennatum_SRR1296924,SRR1296924,15,51,363,429,0.034965035
Thalassiosira_weissflogii_SRR1296933,SRR1296933,283,29,117,429,0.65967366
Favella_ehrenbergii_SRR1296812,SRR1296812,233,47,149,429,0.543123543
Noctiluca_scintillans_SRR1296929,SRR1296929,263,32,134,429,0.613053613
Thalassiosira_gravida_SRR1296987,SRR1296987,165,73,191,429,0.384615385
Aplanochytrium_stocchinoi_SRR1294442,SRR1294442,73,56,300,429,0.17016317
Karenia_brevis_SRR1296714,SRR1296714,229,56,144,429,0.533799534
Fibrocapsa_japonica_SRR1300377,SRR1300377,150,91,188,429,0.34965035
Pavlova_gyrans_SRR1300532,SRR1300532,129,63,237,429,0.300699301
Emiliania_huxleyi_SRR1300231,SRR1300231,144,104,181,429,0.335664336
Prasinoderma_coloniale_SRR1296862,SRR1296862,248,54,127,429,0.578088578
Fragilariopsis_kerguelensis_SRR1296910,SRR1296910,272,42,115,429,0.634032634
Symbiodinium_sp._SRR1300345,SRR1300345,219,48,162,429,0.51048951
Pseudo-nitzschia_fraudulenta_SRR1296745,SRR1296745,180,73,176,429,0.41958042
Oxyrrhis_marina_SRR1300474,SRR1300474,253,31,145,429,0.58974359
Paraphysomonas_vestita_SRR1300418,SRR1300418,199,83,147,429,0.463869464
Chattonella_subsalsa_SRR1300239,SRR1300239,234,75,120,429,0.545454545
Aureococcus_anophagefferens_SRR1300278,SRR1300278,195,105,129,429,0.454545455
Micromonas_SRR1300295,SRR1300295,239,72,118,429,0.557109557
Pseudo-nitzschia_australis_SRR1296848,SRR1296848,266,46,117,429,0.62004662
Coscinodiscus_wailesii_SRR1300397,SRR1300397,204,90,135,429,0.475524476
Euplotes_focardii_SRR1296783,SRR1296783,135,65,229,429,0.314685315
Fragilariopsis_kerguelensis_SRR1296911,SRR1296911,269,38,122,429,0.627039627
Eutreptiella_gymnastica_SRR1296802,SRR1296802,139,74,216,429,0.324009324
Goniomonas_pacifica_SRR1296724,SRR1296724,247,95,87,429,0.575757576
Chaetoceros_curvisetus_SRR1294457,SRR1294457,55,101,273,429,0.128205128
Thalassiosira_weissflogii_SRR1300483,SRR1300483,223,64,142,429,0.51981352
Alexandrium_fundyense_SRR1294385,SRR1294385,7,11,411,429,0.016317016
Symbiodinium_sp._SRR1300471,SRR1300471,200,89,140,429,0.466200466
Thalassiosira_rotula_SRR1296988,SRR1296988,181,83,165,429,0.421911422
Bicosoecida_sp._CB-2014_SRR1294383,SRR1294383,122,85,222,429,0.284382284
Azadinium_spinosum_SRR1300308,SRR1300308,217,64,148,429,0.505827506
Prymnesium_polylepis_SRR1296791,SRR1296791,160,91,178,429,0.372960373
Brandtodinium_nutricula_SRR1300537,SRR1300537,213,63,153,429,0.496503497
uncultured_eukaryote_SRR1300330,SRR1300330,233,76,120,429,0.543123543
Thalassiosira_minuscula_SRR1296956,SRR1296956,50,90,289,429,0.116550117
Tryblionella_compressa_SRR1296829,SRR1296829,219,68,142,429,0.51048951
Thraustochytrium_sp._SRR1296846,SRR1296846,292,39,98,429,0.680652681
Palpitomonas_bilix_SRR1294410,SRR1294410,275,51,103,429,0.641025641
Picocystis_salinarum_SRR1294420,SRR1294420,329,15,85,429,0.766899767
Synedropsis_cf._recta_SRR1300382,SRR1300382,178,70,181,429,0.414918415
Pavlova_SRR1300270,SRR1300270,167,66,196,429,0.389277389
Mesodinium_pulex_SRR1296764,SRR1296764,232,67,130,429,0.540792541
Vitrella_brassicaformis_SRR1300530,SRR1300530,206,82,141,429,0.48018648
Karenia_brevis_SRR1296852,SRR1296852,222,52,155,429,0.517482517
Emiliania_huxleyi_SRR1300283,SRR1300283,196,104,129,429,0.456876457
Chaetoceros_affinis_SRR1294453,SRR1294453,41,53,335,429,0.095571096
Paraphysomonas_bandaiensis_SRR1300316,SRR1300316,301,30,98,429,0.701631702
Aplanochytrium_SRR1294426,SRR1294426,171,75,183,429,0.398601399
Symbiodinium_kawagutii_SRR1300302,SRR1300302,31,50,348,429,0.072261072
Fragilariopsis_kerguelensis_SRR1296967,SRR1296967,250,46,133,429,0.582750583
Skeletonema_menzellii_SRR1296800,SRR1296800,219,35,175,429,0.51048951
Rosalina_SRR1296887,SRR1296887,127,91,211,429,0.296037296
uncultured_eukaryote_SRR1300533,SRR1300533,200,63,166,429,0.466200466
Entomoneis_sp._SRR1300522,SRR1300522,154,56,219,429,0.358974359
Kryptoperidinium_foliaceum_SRR1296840,SRR1296840,180,97,152,429,0.41958042
Thalassiosira_weissflogii_SRR1296878,SRR1296878,259,47,123,429,0.603729604
Heterosigma_akashiwo_SRR1296799,SRR1296799,157,127,145,429,0.365967366
Skeletonema_dohrnii_SRR1296795,SRR1296795,225,62,142,429,0.524475524
Thalassiosira_SRR1300274,SRR1300274,260,43,126,429,0.606060606
Thalassiosira_weissflogii_SRR1300479,SRR1300479,265,42,122,429,0.617715618
Euplotes_harpa_SRR1296906,SRR1296906,186,56,187,429,0.433566434
Bigelowiella_natans_SRR1300359,SRR1300359,219,81,129,429,0.51048951
Chaetoceros_cf._neogracile_SRR1300373,SRR1300373,234,57,138,429,0.545454545
Amphiprora_paludosa_SRR1300396,SRR1300396,248,55,126,429,0.578088578
Ditylum_brightwellii_SRR1294417,SRR1294417,32,28,369,429,0.074592075
Rhizosolenia_setigera_SRR1296707,SRR1296707,289,33,107,429,0.673659674
Thalassiosira_weissflogii_SRR1300488,SRR1300488,274,36,119,429,0.638694639
Asterionellopsis_glacialis_SRR1296937,SRR1296937,88,94,247,429,0.205128205
Chaetoceros_dichaeta_SRR1300526,SRR1300526,182,84,163,429,0.424242424
Debaryomyces_hansenii_SRR1296969,SRR1296969,281,95,53,429,0.655011655
Pyramimonas_parkeae_SRR1296736,SRR1296736,253,68,108,429,0.58974359
Ditylum_brightwellii_SRR1300291,SRR1300291,197,67,165,429,0.459207459
Acanthoeca_SRR1296844,SRR1296844,276,70,83,429,0.643356643
Chaetoceros_debilis_SRR1296919,SRR1296919,287,26,116,429,0.668997669
Dinophysis_acuminata_SRR1296701,SRR1296701,231,61,137,429,0.538461538
Thalassiosira_weissflogii_SRR1300484,SRR1300484,262,43,124,429,0.610722611
Trichosphaerium_SRR1296772,SRR1296772,200,72,157,429,0.466200466
Pelagococcus_subviridis_SRR1296803,SRR1296803,182,95,152,429,0.424242424
Azadinium_spinosum_SRR1300306,SRR1300306,216,60,153,429,0.503496503
Togula_jolla_SRR1296741,SRR1296741,247,49,133,429,0.575757576
Chrysocystis_fragilis_SRR1300385,SRR1300385,172,90,167,429,0.400932401
Chaetoceros_affinis_SRR1296975,SRR1296975,160,84,185,429,0.372960373
Ostreococcus_mediterraneus_SRR1300252,SRR1300252,245,41,143,429,0.571095571
Thalassiosira_weissflogii_SRR1294465,SRR1294465,233,58,138,429,0.543123543
Pyrocystis_lunula_SRR1300467,SRR1300467,0,2,427,429,0
Condylostoma_magnum_SRR1296902,SRR1296902,248,35,146,429,0.578088578
Thalassiothrix_antarctica_SRR1296921,SRR1296921,279,31,119,429,0.65034965
Alexandrium_catenella_SRR1296704,SRR1296704,208,80,141,429,0.484848485
Alexandrium_fundyense_SRR1300214,SRR1300214,83,28,318,429,0.193473193
Skeletonema_marinoi_SRR1300260,SRR1300260,147,58,224,429,0.342657343
Lotharella_globosa_SRR1296949,SRR1296949,149,46,234,429,0.347319347
Chromulina_nebulosa_SRR1300310,SRR1300310,167,105,157,429,0.389277389
Pseudo-nitzschia_pungens_SRR1300393,SRR1300393,264,40,125,429,0.615384615
Aureococcus_anophagefferens_SRR1300280,SRR1300280,188,102,139,429,0.438228438
Heterosigma_akashiwo_SRR1296913,SRR1296913,157,118,154,429,0.365967366
Crypthecodinium_cohnii_SRR1296890,SRR1296890,242,30,157,429,0.564102564
Prymnesium_parvum_SRR1294412,SRR1294412,220,59,150,429,0.512820513
Perkinsus_chesapeaki_SRR1300220,SRR1300220,30,94,305,429,0.06993007
Chaetoceros_affinis_SRR1294445,SRR1294445,112,104,213,429,0.261072261
Extubocellulus_spinifer_SRR1296805,SRR1296805,302,20,107,429,0.703962704
Emiliania_huxleyi_SRR1300287,SRR1300287,209,101,119,429,0.487179487
Pseudopedinella_elastica_SRR1300399,SRR1300399,205,106,118,429,0.477855478
Prymnesium_polylepis_SRR1296739,SRR1296739,81,68,280,429,0.188811189
Thoracosphaera_heimii_SRR1300228,SRR1300228,0,0,429,429,0
Emiliania_huxleyi_SRR1300229,SRR1300229,152,112,165,429,0.354312354
Proboscia_inermis_SRR1296824,SRR1296824,166,98,165,429,0.386946387
Florenciella_SRR1294428,SRR1294428,72,61,296,429,0.167832168
Thalassiosira_weissflogii_SRR1296931,SRR1296931,273,34,122,429,0.636363636
Durinskia_baltica_SRR1296839,SRR1296839,224,73,132,429,0.522144522
Prymnesium_polylepis_SRR1296789,SRR1296789,196,103,130,429,0.456876457
Thalassiosira_minuscula_SRR1296955,SRR1296955,216,67,146,429,0.503496503
Cafeteria_SRR1300417,SRR1300417,231,95,103,429,0.538461538
Aristerostoma_SRR1296811,SRR1296811,165,59,205,429,0.384615385
uncultured_eukaryote_SRR1296727,SRR1296727,281,60,88,429,0.655011655
Symbiodinium_sp._SRR1300343,SRR1300343,149,65,215,429,0.347319347
Pteridomonas_danica_SRR1296726,SRR1296726,234,65,130,429,0.545454545
Thalassiosira_minuscula_SRR1296953,SRR1296953,278,28,123,429,0.648018648
Prorocentrum_minimum_SRR1296753,SRR1296753,124,80,225,429,0.289044289
Perkinsus_chesapeaki_SRR1300219,SRR1300219,48,101,280,429,0.111888112
Oxyrrhis_marina_SRR1300472,SRR1300472,185,58,186,429,0.431235431
Chaetoceros_brevis_SRR1300510,SRR1300510,48,58,323,429,0.111888112
Prymnesium_parvum_SRR1296769,SRR1296769,105,54,270,429,0.244755245
uncultured_eukaryote_SRR1300262,SRR1300262,265,53,111,429,0.617715618
Scrippsiella_trochoidea_SRR1296761,SRR1296761,230,52,147,429,0.536130536
Fabrea_salina_SRR1300445,SRR1300445,283,34,112,429,0.65967366
Chaetoceros_curvisetus_SRR1294455,SRR1294455,51,96,282,429,0.118881119
Rhodosorus_marinus_SRR1294402,SRR1294402,319,31,79,429,0.743589744
Lingulodinium_polyedrum_SRR1300258,SRR1300258,249,52,128,429,0.58041958
Debaryomyces_hansenii_SRR1296970,SRR1296970,300,79,50,429,0.699300699
Phaeomonas_parva_SRR1294421,SRR1294421,216,78,135,429,0.503496503
Symbiodinium_sp._SRR1300430,SRR1300430,263,39,127,429,0.613053613
Stichococcus_SRR1300543,SRR1300543,241,75,113,429,0.561771562
Skeletonema_marinoi_SRR1296716,SRR1296716,292,23,114,429,0.680652681
uncultured_eukaryote_SRR1300340,SRR1300340,264,57,108,429,0.615384615
Alexandrium_fundyense_SRR1294387,SRR1294387,17,15,397,429,0.03962704
Bolidomonas_SRR1300498,SRR1300498,187,90,152,429,0.435897436
Strombidium_inclinatum_SRR1296951,SRR1296951,253,30,146,429,0.58974359
Neoceratium_fusus_SRR1300300,SRR1300300,214,63,152,429,0.498834499
Aurantiochytrium_limacinum_SRR1300290,SRR1300290,254,47,128,429,0.592074592
uncultured_eukaryote_SRR1300384,SRR1300384,137,51,241,429,0.319347319
Geminigera_cryophila_SRR1296699,SRR1296699,254,80,95,429,0.592074592
Alexandrium_tamarense_SRR1296765,SRR1296765,256,47,126,429,0.596736597
Gephyrocapsa_oceanica_SRR1300427,SRR1300427,192,112,125,429,0.447552448
Karenia_brevis_SRR1296743,SRR1296743,231,57,141,429,0.538461538
Oxyrrhis_marina_SRR1296903,SRR1296903,224,38,167,429,0.522144522
Perkinsus_marinus_SRR1294398,SRR1294398,46,104,279,429,0.107226107
Chlorarachnion_reptans_SRR1296735,SRR1296735,318,30,81,429,0.741258741
Amphidinium_carterae_SRR1294394,SRR1294394,41,33,355,429,0.095571096
Skeletonema_marinoi_SRR1300462,SRR1300462,235,65,129,429,0.547785548
Pavlova_SRR1300269,SRR1300269,122,46,261,429,0.284382284
Thalassiosira_minuscula_SRR1296954,SRR1296954,74,83,272,429,0.172494172
Partenskyella_glossopodia_SRR1300497,SRR1300497,221,84,124,429,0.515151515
Rhizochromulina_marina_SRR1300381,SRR1300381,215,56,158,429,0.501165501
Thalassiosira_weissflogii_SRR1300485,SRR1300485,251,50,128,429,0.585081585
Scrippsiella_hangoei_SRR1296972,SRR1296972,231,51,147,429,0.538461538
Emiliania_huxleyi_SRR1300289,SRR1300289,204,105,120,429,0.475524476
Thalassiosira_antarctica_SRR1296821,SRR1296821,229,68,132,429,0.533799534
Hemiselmis_virescens_SRR1300403,SRR1300403,184,105,140,429,0.428904429
Chaetoceros_affinis_SRR1294449,SRR1294449,112,96,221,429,0.261072261
Aplanochytrium_SRR1300333,SRR1300333,252,55,122,429,0.587412587
Compsopogon_caeruleus_SRR1296982,SRR1296982,282,26,121,429,0.657342657
Scrippsiella_trochoidea_SRR1296759,SRR1296759,242,42,145,429,0.564102564
uncultured_eukaryote_SRR1300329,SRR1300329,193,101,135,429,0.44988345
Pseudo-nitzschia_australis_SRR1296850,SRR1296850,275,37,117,429,0.641025641
Karlodinium_veneficum_SRR1300325,SRR1300325,224,53,152,429,0.522144522
Leptocylindrus_danicus_SRR1300450,SRR1300450,252,55,122,429,0.587412587
Bicosoecida_sp._CB-2014_SRR1294380,SRR1294380,122,82,225,429,0.284382284
Chlamydomonas_chlamydogama_SRR1294459,SRR1294459,256,81,92,429,0.596736597
Symbiodinium_sp._SRR1300265,SRR1300265,191,55,183,429,0.445221445
uncultured_eukaryote_SRR1300242,SRR1300242,250,97,82,429,0.582750583
Micromonas_pusilla_SRR1300455,SRR1300455,244,74,111,429,0.568764569
Skeletonema_dohrnii_SRR1296855,SRR1296855,253,44,132,429,0.58974359
Micromonas_pusilla_SRR1300367,SRR1300367,236,55,138,429,0.55011655
Thalassiosira_weissflogii_SRR1300477,SRR1300477,245,53,131,429,0.571095571
uncultured_eukaryote_SRR1300339,SRR1300339,248,71,110,429,0.578088578
Chroomonas_cf._mesostigmatica_SRR1296872,SRR1296872,254,83,92,429,0.592074592
Gymnodinium_catenatum_SRR1296705,SRR1296705,276,39,114,429,0.643356643
Pycnococcus_provasolii_SRR1300542,SRR1300542,105,61,263,429,0.244755245
Dinobryon_SRR1296864,SRR1296864,271,45,113,429,0.631701632
Coccolithus_braarudii_SRR1296883,SRR1296883,222,81,126,429,0.517482517
Phaeocystis_cordata_SRR1300540,SRR1300540,132,104,193,429,0.307692308
Pseudokeronopsis_SRR1296908,SRR1296908,207,62,160,429,0.482517483
Pavlova_lutheri_SRR1300507,SRR1300507,149,92,188,429,0.347319347
Chromera_velia_SRR1296980,SRR1296980,204,78,147,429,0.475524476
Extubocellulus_spinifer_SRR1296806,SRR1296806,300,21,108,429,0.699300699
Florenciella_parvula_SRR1300365,SRR1300365,102,92,235,429,0.237762238
uncultured_eukaryote_SRR1300374,SRR1300374,68,98,263,429,0.158508159
Filamoeba_nolandi_SRR1296773,SRR1296773,310,37,82,429,0.722610723
Kryptoperidinium_foliaceum_SRR1296842,SRR1296842,98,83,248,429,0.228438228
Ditylum_brightwellii_SRR1294415,SRR1294415,30,40,359,429,0.06993007
Eucampia_antarctica_SRR1300514,SRR1300514,203,74,152,429,0.473193473
Leptocylindrus_aporus_SRR1296722,SRR1296722,238,61,130,429,0.554778555
Minchinia_chitonis_SRR1300215,SRR1300215,5,7,417,429,0.011655012
Crustomastix_stigmatica_SRR1296861,SRR1296861,214,98,117,429,0.498834499
Skeletonema_menzellii_SRR1296801,SRR1296801,262,42,125,429,0.610722611
Amphiprora_SRR1296826,SRR1296826,221,65,143,429,0.515151515
Pseudo-nitzschia_fraudulenta_SRR1296746,SRR1296746,242,65,122,429,0.564102564
uncultured_eukaryote_SRR1300506,SRR1300506,260,52,117,429,0.606060606
Tetraselmis_striata_SRR1296730,SRR1296730,271,64,94,429,0.631701632
Pseudo-nitzschia_heimii_SRR1300452,SRR1300452,268,38,123,429,0.624708625
Thalassiosira_weissflogii_SRR1300491,SRR1300491,260,44,125,429,0.606060606
Emiliania_huxleyi_SRR1300285,SRR1300285,211,94,124,429,0.491841492
Thalassiosira_oceanica_SRR1294424,SRR1294424,239,56,134,429,0.557109557
Prasinococcus_capsulatus_SRR1300224,SRR1300224,287,43,99,429,0.668997669
Heterosigma_akashiwo_SRR1296776,SRR1296776,112,118,199,429,0.261072261
Aurantiochytrium_limacinum_SRR1300337,SRR1300337,310,21,98,429,0.722610723
Percolomonas_cosmopolitus_SRR1296756,SRR1296756,257,35,137,429,0.599067599
Pelagodinium_beii_SRR1300503,SRR1300503,221,62,146,429,0.515151515
Timspurckia_oligopyrenoides_SRR1300387,SRR1300387,249,50,130,429,0.58041958
